,Unknown
2260,226
2261,72
2262,112
2263,125
2264,130
2265,158
2266,148
2267,135
2268,95
2269,54
2270,135
2271,134
2272,114
2273,120
2274,104
2275,105
2276,162
2277,141
2278,88
2279,98
2280,111
2281,65
2282,89
2283,105
2284,92
2285,92
2286,141
2287,142
2288,101
2289,110
2290,77
2291,92
2292,81
2293,119
2294,54
2295,84
2296,58
2297,94
2298,50
2299,69
2300,49
2301,59
2302,77
2303,72
2304,56
2305,55
2306,26
2307,97
2308,27
2309,58
2310,35
2311,26
2312,29
2313,43
2314,72
2315,48
2316,50
2317,28
2318,46
2319,45
2320,48
2321,"46,985"
2322,"37,430"
2323,"42,908"
2324,"32,611"
2325,"24,270"
2326,"29,387"
2327,"29,146"
2328,"30,501"
2329,"27,336"
2330,"31,329"
2331,"20,767"
2332,"16,596"
2333,"21,996"
2334,"13,580"
2335,"11,134"
2336,"18,926"
2337,"11,281"
2338,"11,582"
2339,"13,157"
2340,"15,023"
2341,"14,690"
2342,"10,555"
2343,"11,295"
2344,"9,271"
2345,"10,254"
2346,"7,911"
2347,"8,846"
2348,"6,759"
2349,"8,428"
2350,"7,896"
2351,"9,203"
2352,"8,029"
2353,"8,761"
2354,"8,062"
2355,"8,233"
2356,"5,997"
2357,"6,484"
2358,"7,368"
2359,"7,633"
2360,"4,820"
2361,"7,332"
2362,"4,568"
2363,"4,880"
2364,"3,293"
2365,"5,262"
2366,"3,793"
2367,"5,493"
2368,"5,129"
2369,"3,652"
2370,"2,880"
2371,"2,904"
2372,"4,739"
2373,"4,026"
2374,"3,942"
2375,"3,943"
2376,"3,850"
2377,"3,280"
2378,"3,973"
2379,"2,365"
2380,"3,992"
2381,"2,352"
2382,"3,599"
2383,"2,706"
2384,"2,001"
2385,"3,246"
2386,"4,421"
2387,"3,495"
2388,"2,067"
2389,"2,399"
2390,"2,749"
2391,"2,526"
2392,"2,612"
2393,"1,680"
2394,"2,104"
2395,"2,553"
2396,"1,885"
2397,"2,936"
2398,"1,963"
2399,"2,597"
2400,"1,736"
2401,"2,286"
2402,"2,779"
2403,"1,478"
2404,"1,599"
2405,"2,315"
2406,"1,753"
2407,"2,298"
2408,"2,374"
2409,"1,715"
2410,"1,736"
2411,"2,190"
2412,"2,018"
2413,"1,568"
2414,"2,805"
2415,"1,925"
2416,"1,459"
2417,"2,541"
2418,"1,786"
2419,"1,181"
2420,"1,813"
2421,"2,089"
2422,"2,399"
2423,"1,614"
2424,"1,612"
2425,"1,433"
2426,"1,703"
2427,"2,136"
2428,"1,079"
2429,"1,544"
2430,"1,595"
2431,"1,875"
2432,"1,583"
2433,"1,531"
2434,"1,325"
2435,"2,721"
2436,"1,203"
2437,"1,024"
2438,"1,404"
2439,"1,955"
2440,"1,442"
2441,"2,122"
2442,"1,599"
2443,"1,345"
2444,"1,506"
2445,"2,161"
2446,"1,461"
2447,648
2448,"1,264"
2449,"1,284"
2450,"1,371"
2451,"1,049"
2452,"1,231"
2453,908
2454,"1,898"
2455,"1,023"
2456,"1,523"
2457,"1,269"
2458,"1,202"
2459,639
2460,960
2461,"1,320"
2462,"1,269"
2463,"1,286"
2464,688
2465,"1,118"
2466,973
2467,680
2468,548
2469,938
2470,"1,243"
2471,483
2472,875
2473,966
2474,"1,196"
2475,513
2476,808
2477,598
2478,836
2479,908
2480,952
2481,"1,071"
2482,709
2483,"2,422"
2484,696
2485,777
2486,880
2487,416
2488,846
2489,564
2490,803
2491,707
2492,759
2493,581
2494,389
2495,820
2496,745
2497,717
2498,569
2499,756
2500,426
2501,"1,399"
2502,388
2503,407
2504,579
2505,766
2506,507
2507,618
2508,547
2509,415
2510,303
2511,672
2512,668
2513,446
2514,542
2515,325
2516,590
2517,462
2518,570
2519,380
2520,475
2521,267
2522,393
2523,520
2524,490
2525,478
2526,533
2527,446
2528,308
2529,420
2530,476
2531,334
2532,344
2533,363
2534,417
2535,256
2536,592
2537,558
2538,318
2539,342
2540,450
2541,392
2542,448
2543,228
2544,350
2545,414
2546,231
2547,432
2548,324
2549,333
2550,404
2551,396
2552,292
2553,365
2554,293
2555,331
2556,377
2557,269
2558,277
2559,298
2560,305
2561,446
2562,244
2563,272
2564,231
2565,282
2566,260
2567,441
2568,365
2569,354
2570,148
2571,270
2572,216
2573,299
2574,219
2575,301
2576,238
2577,168
2578,281
2579,167
2580,172
2581,174
2582,162
2583,275
2584,269
2585,193
2586,233
2587,181
2588,230
2589,186
2590,99
2591,281
2592,173
2593,423
2594,178
2595,95
2596,177
2597,306
2598,190
2599,163
2600,306
2601,165
2602,78
2603,254
2604,158
2605,70
2606,78
2607,185
2608,113
2609,152
2610,134
2611,235
2612,136
2613,135
2614,167
2615,146
2616,118
2617,138
2618,113
2619,142
2620,115
2621,193
2622,126
2623,137
2624,79
2625,136
2626,95
2627,167
2628,67
2629,138
2630,107
2631,116
2632,106
2633,135
2634,103
2635,162
2636,69
2637,47
2638,82
2639,93
2640,115
2641,91
2642,89
2643,69
2644,44
2645,105
2646,74
2647,111
2648,54
2649,71
2650,53
2651,86
2652,86
2653,66
2654,59
2655,65
2656,57
2657,52
2658,49
2659,49
2660,102
2661,38
2662,31
2663,35
2664,61
2665,37
2666,24
2667,52
2668,47
2669,55
2670,25
2671,19
2672,42
2673,26
2674,"47,501"
2675,"32,498"
2676,"25,764"
2677,"41,756"
2678,"31,846"
2679,"27,359"
2680,"31,312"
2681,"28,569"
2682,"21,131"
2683,"26,127"
2684,"30,912"
2685,"19,341"
2686,"21,478"
2687,"15,097"
2688,"13,104"
2689,"12,753"
2690,"9,990"
2691,"15,081"
2692,"12,713"
2693,"9,715"
2694,"14,625"
2695,"17,095"
2696,"9,319"
2697,"8,348"
2698,"10,623"
2699,"9,517"
2700,"9,495"
2701,"8,721"
2702,"6,639"
2703,"8,288"
2704,"6,908"
2705,"8,385"
2706,"8,260"
2707,"8,030"
2708,"7,273"
2709,"5,535"
2710,"6,552"
2711,"7,288"
2712,"4,898"
2713,"4,556"
2714,"4,599"
2715,"3,948"
2716,"7,108"
2717,"3,244"
2718,"5,110"
2719,"4,395"
2720,"4,932"
2721,"3,429"
2722,"5,120"
2723,"4,678"
2724,"3,609"
2725,"3,527"
2726,"4,573"
2727,"2,513"
2728,"3,057"
2729,"3,826"
2730,"3,715"
2731,"2,338"
2732,"3,380"
2733,"2,522"
2734,"2,469"
2735,"3,647"
2736,"2,958"
2737,"3,814"
2738,"3,481"
2739,"3,199"
2740,"2,297"
2741,"2,850"
2742,"2,692"
2743,"2,426"
2744,"3,109"
2745,"2,042"
2746,"2,976"
2747,"1,672"
2748,"1,945"
2749,"1,945"
2750,"2,155"
2751,"2,409"
2752,"3,059"
2753,"3,562"
2754,"1,398"
2755,"1,605"
2756,"1,318"
2757,"1,483"
2758,"2,081"
2759,"2,291"
2760,"1,031"
2761,"1,418"
2762,"1,814"
2763,"1,492"
2764,"2,408"
2765,"1,198"
2766,"2,232"
2767,"1,823"
2768,"2,029"
2769,"1,882"
2770,"2,033"
2771,"1,511"
2772,"1,783"
2773,"1,737"
2774,"2,654"
2775,"2,343"
2776,"1,737"
2777,"2,434"
2778,"1,656"
2779,"1,635"
2780,"2,907"
2781,"1,355"
2782,"1,644"
2783,"1,561"
2784,"1,535"
2785,"1,381"
2786,"1,508"
2787,"1,964"
2788,994
2789,"1,247"
2790,"1,395"
2791,"1,562"
2792,"1,599"
2793,"1,194"
2794,"1,061"
2795,"1,158"
2796,871
2797,"2,090"
2798,"1,238"
2799,"1,424"
2800,938
2801,"1,112"
2802,"1,298"
2803,"1,216"
2804,"1,356"
2805,"1,833"
2806,655
2807,"1,308"
2808,"1,180"
2809,699
2810,"1,313"
2811,"1,453"
2812,976
2813,"1,288"
2814,"1,099"
2815,908
2816,510
2817,"1,019"
2818,877
2819,901
2820,528
2821,516
2822,"1,158"
2823,483
2824,609
2825,834
2826,"1,195"
2827,"1,115"
2828,588
2829,646
2830,566
2831,536
2832,617
2833,828
2834,613
2835,407
2836,822
2837,575
2838,474
2839,529
2840,767
2841,825
2842,642
2843,780
2844,776
2845,721
2846,630
2847,888
2848,315
2849,"1,064"
2850,713
2851,519
2852,860
2853,338
2854,630
2855,649
2856,494
2857,456
2858,573
2859,440
2860,369
2861,602
2862,399
2863,525
2864,628
2865,515
2866,582
2867,469
2868,571
2869,573
2870,302
2871,508
2872,520
2873,442
2874,439
2875,376
2876,469
2877,387
2878,273
2879,370
2880,359
2881,297
2882,417
2883,200
2884,596
2885,590
2886,308
2887,454
2888,348
2889,346
2890,391
2891,213
2892,430
2893,290
2894,851
2895,"1,222"
2896,283
2897,392
2898,299
2899,270
2900,316
2901,311
2902,278
2903,370
2904,285
2905,311
2906,245
2907,367
2908,244
2909,300
2910,255
2911,327
2912,353
2913,223
2914,261
2915,294
2916,186
2917,296
2918,314
2919,256
2920,218
2921,253
2922,211
2923,193
2924,153
2925,294
2926,193
2927,246
2928,231
2929,251
2930,111
2931,199
2932,181
2933,337
2934,181
2935,344
2936,242
2937,182
2938,142
2939,246
2940,171
2941,287
2942,290
2943,110
2944,191
2945,171
2946,157
2947,147
2948,203
2949,145
2950,153
2951,235
2952,69
2953,164
2954,164
2955,136
2956,118
2957,93
2958,113
2959,151
2960,423
2961,150
2962,94
2963,140
2964,123
2965,123
2966,113
2967,93
2968,124
2969,93
2970,117
2971,129
2972,95
2973,74
2974,90
2975,45
2976,72
2977,139
2978,120
2979,159
2980,145
2981,58
2982,103
2983,56
2984,95
2985,63
2986,101
2987,99
2988,75
2989,53
2990,62
2991,31
2992,115
2993,69
2994,53
2995,65
2996,60
2997,33
2998,79
2999,69
3000,75
3001,70
3002,72
3003,116
3004,82
3005,53
3006,38
3007,24
3008,53
3009,43
3010,39
3011,50
3012,39
3013,45
3014,66
3015,"49,080"
3016,"26,609"
3017,"26,904"
3018,"40,848"
3019,"30,690"
3020,"26,080"
3021,"30,430"
3022,"27,418"
3023,"24,182"
3024,"30,205"
3025,"23,486"
3026,"17,942"
3027,"20,608"
3028,"15,639"
3029,"16,104"
3030,"13,928"
3031,"8,743"
3032,"14,424"
3033,"9,910"
3034,"11,793"
3035,"8,546"
3036,"9,474"
3037,"13,601"
3038,"15,482"
3039,"9,307"
3040,"9,517"
3041,"9,327"
3042,"6,980"
3043,"8,107"
3044,"6,460"
3045,"8,350"
3046,"6,447"
3047,"7,297"
3048,"7,504"
3049,"4,918"
3050,"6,079"
3051,"4,774"
3052,"5,871"
3053,"6,820"
3054,"4,390"
3055,"4,757"
3056,"4,231"
3057,"3,360"
3058,"3,734"
3059,"2,910"
3060,"5,330"
3061,"4,325"
3062,"6,273"
3063,"5,199"
3064,"2,920"
3065,"3,648"
3066,"3,419"
3067,"3,650"
3068,"4,775"
3069,"2,957"
3070,"2,194"
3071,"4,292"
3072,"1,777"
3073,"3,139"
3074,"3,649"
3075,"3,483"
3076,"4,046"
3077,"2,281"
3078,"3,334"
3079,"3,651"
3080,"2,863"
3081,"3,564"
3082,"2,123"
3083,"2,164"
3084,"2,914"
3085,"2,551"
3086,"2,877"
3087,"1,540"
3088,"2,529"
3089,"2,752"
3090,"1,868"
3091,"2,129"
3092,"1,982"
3093,"2,029"
3094,"2,740"
3095,"1,773"
3096,"2,821"
3097,"2,092"
3098,"2,858"
3099,"2,254"
3100,"1,675"
3101,"1,761"
3102,"1,825"
3103,"1,803"
3104,"1,723"
3105,"1,897"
3106,"1,251"
3107,"1,836"
3108,"2,073"
3109,"1,869"
3110,"1,367"
3111,"1,022"
3112,"1,882"
3113,"1,747"
3114,909
3115,"1,204"
3116,"1,111"
3117,"2,481"
3118,"2,122"
3119,"1,752"
3120,"2,437"
3121,"1,313"
3122,"1,071"
3123,"1,476"
3124,838
3125,"1,327"
3126,"1,599"
3127,"2,853"
3128,943
3129,"1,985"
3130,751
3131,"1,620"
3132,"1,454"
3133,"1,391"
3134,"1,285"
3135,"1,213"
3136,"1,126"
3137,"1,002"
3138,979
3139,"2,073"
3140,"1,042"
3141,"1,239"
3142,"1,194"
3143,"1,213"
3144,935
3145,"1,036"
3146,716
3147,"1,358"
3148,"1,387"
3149,"1,069"
3150,"1,314"
3151,987
3152,"1,335"
3153,"1,079"
3154,"1,699"
3155,702
3156,"1,305"
3157,447
3158,598
3159,593
3160,807
3161,678
3162,922
3163,824
3164,609
3165,910
3166,"1,063"
3167,766
3168,551
3169,633
3170,761
3171,793
3172,602
3173,449
3174,"1,092"
3175,819
3176,953
3177,918
3178,592
3179,418
3180,774
3181,788
3182,499
3183,542
3184,714
3185,492
3186,706
3187,653
3188,641
3189,877
3190,577
3191,738
3192,650
3193,474
3194,553
3195,267
3196,280
3197,456
3198,375
3199,298
3200,551
3201,476
3202,561
3203,252
3204,242
3205,372
3206,452
3207,482
3208,667
3209,348
3210,526
3211,437
3212,419
3213,404
3214,405
3215,380
3216,515
3217,495
3218,320
3219,340
3220,459
3221,598
3222,352
3223,332
3224,439
3225,257
3226,232
3227,357
3228,364
3229,375
3230,303
3231,272
3232,320
3233,375
3234,327
3235,236
3236,242
3237,340
3238,236
3239,198
3240,237
3241,124
3242,336
3243,260
3244,266
3245,353
3246,426
3247,200
3248,236
3249,232
3250,301
3251,181
3252,212
3253,222
3254,290
3255,194
3256,252
3257,271
3258,213
3259,147
3260,238
3261,248
3262,201
3263,96
3264,491
3265,191
3266,260
3267,190
3268,166
3269,182
3270,212
3271,217
3272,289
3273,161
3274,218
3275,264
3276,146
3277,188
3278,222
3279,168
3280,188
3281,479
3282,249
3283,107
3284,147
3285,173
3286,123
3287,101
3288,104
3289,106
3290,106
3291,53
3292,148
3293,89
3294,91
3295,99
3296,125
3297,60
3298,69
3299,125
3300,93
3301,96
3302,120
3303,103
3304,123
3305,106
3306,80
3307,79
3308,76
3309,31
3310,73
3311,113
3312,143
3313,82
3314,74
3315,74
3316,107
3317,65
3318,82
3319,109
3320,78
3321,76
3322,60
3323,47
3324,48
3325,92
3326,90
3327,101
3328,33
3329,63
3330,59
3331,38
3332,53
3333,34
3334,109
3335,35
3336,43
3337,31
3338,42
3339,127
3340,37
3341,49
3342,52
3343,54
3344,19
3345,"51,273"
3346,"31,295"
3347,"26,372"
3348,"38,948"
3349,"29,155"
3350,"21,230"
3351,"29,555"
3352,"25,689"
3353,"28,941"
3354,"20,606"
3355,"19,704"
3356,"18,092"
3357,"16,562"
3358,"19,278"
3359,"15,869"
3360,"14,762"
3361,"9,436"
3362,"13,551"
3363,"8,385"
3364,"7,120"
3365,"9,109"
3366,"10,423"
3367,"9,196"
3368,"11,166"
3369,"7,634"
3370,"12,984"
3371,"7,797"
3372,"7,796"
3373,"6,169"
3374,"8,171"
3375,"4,961"
3376,"6,595"
3377,"5,721"
3378,"4,501"
3379,"6,650"
3380,"6,152"
3381,"6,806"
3382,"2,972"
3383,"5,129"
3384,"4,154"
3385,"5,027"
3386,"4,659"
3387,"4,106"
3388,"3,996"
3389,"5,889"
3390,"3,843"
3391,"5,021"
3392,"3,484"
3393,"4,482"
3394,"4,866"
3395,"2,427"
3396,"3,520"
3397,"3,124"
3398,"4,524"
3399,"4,219"
3400,"3,180"
3401,"1,867"
3402,"4,074"
3403,"3,394"
3404,"1,936"
3405,"3,532"
3406,"2,190"
3407,"2,169"
3408,"2,311"
3409,"2,543"
3410,"2,932"
3411,"2,802"
3412,"3,383"
3413,"2,341"
3414,"2,842"
3415,"1,978"
3416,"1,726"
3417,"3,106"
3418,"2,057"
3419,"3,045"
3420,"2,475"
3421,"2,015"
3422,"1,786"
3423,"1,569"
3424,"1,185"
3425,"2,198"
3426,"2,183"
3427,"1,234"
3428,"2,017"
3429,"2,210"
3430,"2,186"
3431,"2,010"
3432,"1,617"
3433,"1,863"
3434,"2,586"
3435,"1,693"
3436,"1,519"
3437,"1,663"
3438,"2,387"
3439,"1,767"
3440,"1,793"
3441,"2,100"
3442,"1,480"
3443,"1,708"
3444,"1,479"
3445,"1,852"
3446,"1,574"
3447,947
3448,"1,584"
3449,"2,331"
3450,"1,902"
3451,940
3452,"1,550"
3453,853
3454,"1,283"
3455,"1,012"
3456,635
3457,"1,838"
3458,"1,509"
3459,"1,334"
3460,"1,151"
3461,"1,928"
3462,"1,064"
3463,"1,225"
3464,"1,262"
3465,720
3466,"1,025"
3467,922
3468,957
3469,789
3470,744
3471,"2,242"
3472,999
3473,"1,407"
3474,"1,960"
3475,829
3476,"1,356"
3477,693
3478,"1,012"
3479,864
3480,"1,046"
3481,956
3482,730
3483,"1,195"
3484,571
3485,635
3486,426
3487,"1,140"
3488,"1,198"
3489,897
3490,778
3491,667
3492,970
3493,997
3494,805
3495,748
3496,605
3497,770
3498,"1,377"
3499,371
3500,912
3501,556
3502,689
3503,808
3504,737
3505,794
3506,618
3507,922
3508,648
3509,597
3510,531
3511,395
3512,969
3513,646
3514,693
3515,629
3516,458
3517,546
3518,625
3519,487
3520,327
3521,617
3522,346
3523,490
3524,456
3525,394
3526,452
3527,340
3528,539
3529,540
3530,390
3531,338
3532,202
3533,385
3534,596
3535,316
3536,430
3537,192
3538,329
3539,538
3540,307
3541,236
3542,354
3543,452
3544,220
3545,378
3546,462
3547,261
3548,391
3549,374
3550,508
3551,294
3552,296
3553,147
3554,238
3555,200
3556,271
3557,223
3558,225
3559,251
3560,322
3561,494
3562,299
3563,304
3564,285
3565,375
3566,183
3567,181
3568,239
3569,274
3570,317
3571,278
3572,208
3573,297
3574,185
3575,157
3576,283
3577,255
3578,220
3579,148
3580,236
3581,269
3582,271
3583,126
3584,159
3585,184
3586,234
3587,287
3588,155
3589,202
3590,209
3591,213
3592,184
3593,146
3594,134
3595,135
3596,144
3597,216
3598,124
3599,142
3600,219
3601,132
3602,167
3603,121
3604,182
3605,96
3606,126
3607,109
3608,113
3609,109
3610,76
3611,97
3612,104
3613,104
3614,92
3615,94
3616,119
3617,81
3618,91
3619,123
3620,92
3621,98
3622,122
3623,109
3624,208
3625,103
3626,117
3627,157
3628,46
3629,47
3630,69
3631,71
3632,100
3633,32
3634,47
3635,97
3636,124
3637,55
3638,60
3639,97
3640,29
3641,84
3642,49
3643,39
3644,62
3645,58
3646,44
3647,44
3648,63
3649,42
3650,59
3651,112
3652,40
3653,30
3654,32
3655,64
3656,38
3657,193
3658,"52,404"
3659,"35,505"
3660,"24,759"
3661,"36,934"
3662,"25,876"
3663,"27,614"
3664,"16,111"
3665,"19,471"
3666,"23,758"
3667,"27,477"
3668,"17,112"
3669,"13,905"
3670,"15,920"
3671,"17,596"
3672,"14,235"
3673,"13,284"
3674,"8,271"
3675,"12,687"
3676,"7,462"
3677,"7,956"
3678,"8,638"
3679,"5,089"
3680,"9,103"
3681,"8,473"
3682,"4,865"
3683,"9,362"
3684,"6,026"
3685,"7,204"
3686,"5,709"
3687,"6,037"
3688,"7,655"
3689,"10,629"
3690,"6,528"
3691,"6,909"
3692,"5,475"
3693,"5,443"
3694,"5,331"
3695,"4,335"
3696,"4,993"
3697,"5,813"
3698,"4,764"
3699,"2,825"
3700,"2,951"
3701,"3,530"
3702,"3,124"
3703,"3,764"
3704,"3,531"
3705,"3,275"
3706,"4,385"
3707,"3,276"
3708,"4,844"
3709,"2,984"
3710,"3,123"
3711,"3,902"
3712,"4,196"
3713,"1,746"
3714,"2,616"
3715,"2,406"
3716,"2,152"
3717,"2,404"
3718,"1,881"
3719,"1,503"
3720,"3,032"
3721,"3,778"
3722,"2,140"
3723,"3,298"
3724,"3,382"
3725,"3,156"
3726,"2,637"
3727,"3,234"
3728,"2,660"
3729,"2,325"
3730,"2,383"
3731,"2,334"
3732,"2,445"
3733,"1,681"
3734,"1,556"
3735,"1,838"
3736,"2,091"
3737,"2,233"
3738,"2,565"
3739,"2,748"
3740,"1,968"
3741,"2,679"
3742,"1,077"
3743,"2,061"
3744,"2,054"
3745,"1,831"
3746,"1,748"
3747,"1,686"
3748,"1,494"
3749,"1,548"
3750,"1,693"
3751,"1,551"
3752,"1,296"
3753,"1,204"
3754,848
3755,"1,063"
3756,"1,512"
3757,"1,286"
3758,"1,033"
3759,"1,860"
3760,"1,108"
3761,"1,181"
3762,"1,388"
3763,"1,277"
3764,"1,597"
3765,"1,651"
3766,"1,647"
3767,"1,063"
3768,"1,989"
3769,"1,010"
3770,"1,238"
3771,998
3772,796
3773,"1,244"
3774,"1,273"
3775,701
3776,"1,526"
3777,946
3778,658
3779,829
3780,"1,075"
3781,"1,437"
3782,"1,584"
3783,557
3784,"1,338"
3785,865
3786,930
3787,752
3788,"1,011"
3789,917
3790,672
3791,855
3792,"1,069"
3793,356
3794,799
3795,"1,676"
3796,760
3797,676
3798,"1,056"
3799,637
3800,504
3801,665
3802,989
3803,903
3804,743
3805,662
3806,758
3807,"1,330"
3808,708
3809,671
3810,691
3811,620
3812,475
3813,520
3814,597
3815,488
3816,507
3817,444
3818,697
3819,536
3820,479
3821,432
3822,738
3823,396
3824,"1,088"
3825,266
3826,357
3827,822
3828,522
3829,760
3830,419
3831,566
3832,447
3833,410
3834,511
3835,379
3836,526
3837,435
3838,424
3839,363
3840,307
3841,323
3842,540
3843,227
3844,168
3845,400
3846,287
3847,323
3848,394
3849,248
3850,538
3851,374
3852,390
3853,354
3854,312
3855,316
3856,353
3857,494
3858,305
3859,284
3860,235
3861,249
3862,292
3863,264
3864,323
3865,264
3866,147
3867,318
3868,336
3869,195
3870,253
3871,192
3872,283
3873,205
3874,131
3875,126
3876,204
3877,205
3878,326
3879,231
3880,191
3881,177
3882,120
3883,149
3884,245
3885,208
3886,291
3887,201
3888,123
3889,198
3890,153
3891,114
3892,200
3893,187
3894,109
3895,282
3896,107
3897,185
3898,186
3899,237
3900,166
3901,122
3902,199
3903,168
3904,115
3905,135
3906,194
3907,188
3908,88
3909,69
3910,122
3911,92
3912,55
3913,101
3914,146
3915,98
3916,83
3917,102
3918,88
3919,71
3920,110
3921,94
3922,80
3923,94
3924,83
3925,68
3926,62
3927,92
3928,102
3929,77
3930,56
3931,65
3932,55
3933,63
3934,52
3935,42
3936,44
3937,61
3938,62
3939,32
3940,82
3941,48
3942,60
3943,27
3944,30
3945,36
3946,64
3947,83
3948,54
3949,65
3950,95
3951,60
3952,43
3953,30
3954,26
3955,27
3956,69
3957,"50,604"
3958,"36,055"
3959,"20,920"
3960,"33,723"
3961,"25,211"
3962,"22,070"
3963,"19,120"
3964,"25,529"
3965,"20,400"
3966,"11,332"
3967,"13,869"
3968,"14,344"
3969,"12,944"
3970,"15,205"
3971,"9,094"
3972,"6,408"
3973,"10,289"
3974,"11,238"
3975,"6,189"
3976,"9,742"
3977,"6,915"
3978,"7,392"
3979,"6,239"
3980,"6,117"
3981,"7,533"
3982,"6,512"
3983,"3,567"
3984,"6,542"
3985,"6,815"
3986,"5,365"
3987,"4,633"
3988,"7,411"
3989,"5,833"
3990,"3,746"
3991,"5,474"
3992,"4,036"
3993,"5,095"
3994,"5,134"
3995,"8,183"
3996,"3,660"
3997,"4,039"
3998,"2,141"
3999,"4,835"
4000,"3,995"
4001,"3,065"
4002,"2,641"
4003,"3,043"
4004,"2,677"
4005,"2,795"
4006,"3,182"
4007,"3,124"
4008,"3,537"
4009,"2,619"
4010,"2,486"
4011,"2,830"
4012,"2,095"
4013,"3,769"
4014,"2,031"
4015,"3,558"
4016,"3,577"
4017,"2,435"
4018,"2,968"
4019,"2,438"
4020,"2,292"
4021,"1,189"
4022,"2,286"
4023,"1,771"
4024,"2,743"
4025,"2,204"
4026,"2,195"
4027,"3,105"
4028,"2,190"
4029,"2,095"
4030,"3,421"
4031,"2,574"
4032,"1,064"
4033,"1,742"
4034,"2,052"
4035,"1,313"
4036,"1,986"
4037,"2,526"
4038,"1,479"
4039,"1,709"
4040,"1,584"
4041,"1,557"
4042,"1,642"
4043,"1,966"
4044,"1,267"
4045,"1,287"
4046,"2,221"
4047,"1,493"
4048,"1,562"
4049,"1,182"
4050,"1,144"
4051,997
4052,"1,142"
4053,"1,367"
4054,"1,198"
4055,"1,293"
4056,"1,274"
4057,802
4058,"1,691"
4059,857
4060,"1,433"
4061,"1,139"
4062,"1,003"
4063,"1,153"
4064,"1,469"
4065,948
4066,890
4067,"1,299"
4068,"1,390"
4069,876
4070,706
4071,724
4072,978
4073,"1,373"
4074,840
4075,"1,261"
4076,"1,039"
4077,871
4078,"1,295"
4079,921
4080,484
4081,985
4082,593
4083,"1,337"
4084,683
4085,707
4086,651
4087,587
4088,750
4089,555
4090,610
4091,649
4092,406
4093,394
4094,456
4095,427
4096,447
4097,519
4098,"1,196"
4099,798
4100,938
4101,768
4102,593
4103,751
4104,241
4105,544
4106,552
4107,471
4108,524
4109,422
4110,379
4111,392
4112,381
4113,349
4114,360
4115,496
4116,424
4117,327
4118,186
4119,567
4120,397
4121,441
4122,381
4123,310
4124,613
4125,278
4126,430
4127,365
4128,317
4129,656
4130,342
4131,561
4132,330
4133,522
4134,370
4135,373
4136,343
4137,377
4138,291
4139,326
4140,470
4141,231
4142,710
4143,340
4144,335
4145,278
4146,280
4147,194
4148,284
4149,225
4150,290
4151,180
4152,239
4153,213
4154,154
4155,254
4156,266
4157,634
4158,272
4159,305
4160,305
4161,290
4162,220
4163,247
4164,186
4165,207
4166,196
4167,183
4168,429
4169,214
4170,269
4171,234
4172,269
4173,166
4174,210
4175,190
4176,213
4177,187
4178,240
4179,211
4180,111
4181,279
4182,193
4183,140
4184,155
4185,104
4186,121
4187,128
4188,37
4189,136
4190,115
4191,159
4192,155
4193,208
4194,114
4195,102
4196,167
4197,106
4198,124
4199,67
4200,82
4201,169
4202,74
4203,100
4204,57
4205,113
4206,106
4207,49
4208,77
4209,77
4210,125
4211,54
4212,69
4213,74
4214,72
4215,80
4216,88
4217,98
4218,69
4219,55
4220,34
4221,61
4222,39
4223,78
4224,63
4225,32
4226,80
4227,38
4228,48
4229,35
4230,52
4231,30
4232,45
4233,51
4234,57
4235,58
4236,25
4237,33
4238,35
4239,33
4240,51
4241,40
4242,36
4243,"49,373"
4244,"36,882"
4245,"17,634"
4246,"19,163"
4247,"30,875"
4248,"23,564"
4249,"18,629"
4250,"23,757"
4251,"17,871"
4252,"12,989"
4253,"8,226"
4254,"11,715"
4255,"11,454"
4256,"13,437"
4257,"7,182"
4258,"11,058"
4259,"6,668"
4260,"5,505"
4261,"9,816"
4262,"7,807"
4263,"5,110"
4264,"5,684"
4265,"6,526"
4266,"4,550"
4267,"6,190"
4268,"6,480"
4269,"4,785"
4270,"5,870"
4271,"6,443"
4272,"6,252"
4273,"5,469"
4274,"4,827"
4275,"2,706"
4276,"4,015"
4277,"5,020"
4278,"5,760"
4279,"3,779"
4280,"3,605"
4281,"3,803"
4282,"2,355"
4283,"4,381"
4284,"3,902"
4285,"4,020"
4286,"2,601"
4287,"5,772"
4288,"4,080"
4289,"2,690"
4290,"2,585"
4291,"2,533"
4292,"2,256"
4293,"2,698"
4294,"2,275"
4295,"2,628"
4296,"3,824"
4297,"2,733"
4298,"2,036"
4299,"2,466"
4300,"2,389"
4301,"2,195"
4302,"2,423"
4303,"3,149"
4304,"2,022"
4305,"2,158"
4306,"1,658"
4307,"2,793"
4308,"2,116"
4309,"1,984"
4310,"2,009"
4311,"2,037"
4312,"1,593"
4313,"1,548"
4314,"2,141"
4315,"1,655"
4316,"1,690"
4317,"1,390"
4318,"2,263"
4319,"1,197"
4320,"1,474"
4321,"1,535"
4322,"1,959"
4323,"2,624"
4324,"1,419"
4325,"2,638"
4326,898
4327,"1,594"
4328,"1,073"
4329,"1,214"
4330,"2,054"
4331,"1,401"
4332,"1,585"
4333,"1,330"
4334,726
4335,"1,210"
4336,"1,124"
4337,"1,411"
4338,811
4339,950
4340,"1,182"
4341,"1,023"
4342,813
4343,949
4344,"1,639"
4345,737
4346,"1,316"
4347,879
4348,871
4349,964
4350,548
4351,737
