,Power
1884,110.0
1885,121.0
1886,196.3361345
1887,114.0
1888,145.75
1889,316.3333333
1890,101.12
1891,51.0
1892,60.11111111
1893,117.0243902
1894,120.4255319
1895,72.42857143
1896,100.8
1897,70.30769231
1898,88.0
1899,110.0
1900,75.0
1901,49.28571429
1902,44.0
1903,250.0
1904,188.0
1905,120.4255319
1906,282.25
1907,173.0
1908,129.5
1909,190.0
1910,72.625
1911,48.0
1912,64.0
1913,121.8571429
1914,81.0
1915,141.4444444
1916,87.71428571
1917,163.7142857
1918,103.0833333
1919,78.4
1920,114.5
1921,130.5555556
1922,72.0
1923,110.3333333
1924,144.375
1925,87.71428571
1926,106.3023256
1927,122.1428571
1928,80.8125
1929,104.1428571
1930,66.0
1931,224.7777778
1932,230.0
1933,71.0
1934,450.0
1935,102.0
1936,110.5
1937,433.5
1938,98.57142857
1939,234.8461538
1940,239.2
1941,368.6666667
1942,220.0
1943,112.0714286
1944,360.0
1945,105.0
1946,43.0
1947,74.0
1948,235.0
1949,257.5
1950,121.0
1951,100.6666667
1952,82.15789474
1953,54.5
1954,274.0
1955,126.5
1956,67.68421053
1957,68.57142857
1958,94.03389831
1959,89.46153846
1960,75.57692308
1961,130.25
1962,71.33333333
1963,126.1111111
1964,67.95652174
1965,87.31034483
1966,60.96296296
1967,60.8
1968,106.225
1969,63.56410256
1970,72.58139535
1971,74.4
1972,86.45454545
1973,125.4358974
1974,131.6
1975,67.0
1976,149.7096774
1977,91.61016949
1978,53.88235294
1979,81.66666667
1980,99.0
1981,53.81818182
1982,111.0
1983,74.0
1984,105.1692308
1985,92.82051282
1986,103.6769231
1987,225.0
1988,182.5714286
1989,80.0
1990,94.33333333
1991,66.97058824
1992,93.58695652
1993,192.4
1994,117.7058824
1995,75.64864865
1996,137.7741935
1997,93.01190476
1998,76.31578947
1999,89.34782609
2000,79.76666667
2001,145.0
2002,124.8571429
2003,95.0
2004,103.4285714
2005,98.04761905
2006,167.25
2007,196.3361345
2008,85.71428571
2009,135.2909091
2010,199.7272727
2011,68.75
2012,104.2
2013,113.3529412
2014,114.8202247
2015,61.27272727
2016,70.92156863
2017,68.90909091
2018,118.1851852
2019,112.75
2020,84.2
2021,178.5555556
2022,166.3157895
2023,69.0
2024,75.4
2025,117.4311927
2026,90.625
2027,172.3157895
2028,68.26923077
2029,109.6666667
2030,64.0
2031,113.375
2032,97.6
2033,101.8947368
2034,94.0625
2035,78.85294118
2036,92.33333333
2037,246.3333333
2038,104.2264151
2039,223.5454545
2040,48.0
2041,85.28
2042,146.122449
2043,188.3333333
2044,50.0
2045,114.6538462
2046,184.1666667
2047,73.48837209
2048,52.44444444
2049,166.0
2050,84.92682927
2051,94.03846154
2052,52.84615385
2053,53.0
2054,92.36363636
2055,50.875
2056,70.0
2057,114.0
2058,67.0
2059,40.0
2060,116.2916667
2061,117.5789474
2062,50.0
2063,52.38461538
2064,223.8333333
2065,80.0
2066,293.5333333
2067,103.0
2068,66.66666667
2069,69.875
2070,82.2
2071,50.0
2072,64.625
2073,114.6818182
2074,67.0
2075,45.0
2076,125.7058824
2077,47.75
2078,92.30769231
2079,85.69230769
2080,213.5
2081,81.375
2082,66.42857143
2083,105.0
2084,53.0
2085,95.09677419
2086,61.0
2087,98.2
2088,104.2017544
2089,213.1538462
2090,110.0
2091,115.8333333
2092,250.0
2093,144.6363636
2094,184.0
2095,70.33333333
2096,97.57894737
2097,97.71875
2098,283.0
2099,33.33333333
2100,115.3
2101,138.2833333
2102,109.1052632
2103,151.6666667
2104,107.3793103
2105,115.0
2106,202.125
2107,110.0
2108,88.73333333
2109,113.3529412
2110,105.0
2111,72.85185185
2112,309.0
2113,67.02325581
2114,96.0
2115,91.75
2116,55.0
2117,128.5
2118,40.81818182
2119,29.0
2120,76.0
2121,105.875
2122,47.45454545
2123,70.25
2124,82.15789474
2125,96.05263158
2126,420.0
2127,128.8888889
2128,80.5
2129,70.0
2130,90.88461538
2131,96.0
2132,126.5
2133,135.5
2134,82.25
2135,105.7142857
2136,79.875
2137,59.875
2138,74.21428571
2139,131.6
2140,79.30645161
2141,111.3076923
2142,74.73333333
2143,89.0
2144,125.36
2145,78.0
2146,96.92592593
2147,77.0
2148,190.0
2149,55.375
2150,64.45454545
2151,35.8
2152,98.0
2153,115.3333333
2154,74.0
2155,103.1086957
2156,75.09090909
2157,103.0
2158,82.15789474
2159,88.09090909
2160,207.6097561
2161,110.6666667
2162,235.0
2163,67.33333333
2164,113.8
2165,88.0
2166,51.4
2167,93.6
2168,57.86666667
2169,91.75
2170,73.08333333
2171,326.0
2172,99.0
2173,82.0
2174,105.5454545
2175,110.0
2176,80.42857143
2177,104.1666667
2178,109.0769231
2179,66.35483871
2180,48.66666667
2181,134.3333333
2182,63.0
2183,60.0
2184,230.0
2185,94.0
2186,148.5185185
2187,99.0
2188,84.0
2189,87.07692308
2190,177.0
2191,210.0
2192,75.0
2193,428.2
2194,221.0
2195,75.0
2196,113.2826087
2197,59.58333333
2198,59.5
2199,47.0
2200,115.4666667
2201,228.0
2202,58.66666667
2203,60.0
2204,51.77777778
2205,83.0
2206,98.0
2207,126.1451613
2208,117.7857143
2209,119.6666667
2210,94.0
2211,146.0
2212,176.25
2213,120.3333333
2214,199.0
2215,68.875
2216,74.0
2217,64.2
2218,102.0
2219,89.2
2220,150.4545455
2221,108.625
2222,121.0625
2223,100.5945946
2224,60.11111111
2225,133.3333333
2226,98.0
2227,59.6
2228,163.5
2229,137.5
2230,336.0
2231,220.5
2232,72.42857143
2233,250.0
2234,51.33333333
2235,82.33333333
2236,49.28571429
2237,196.3361345
2238,101.12
2239,118.0
2240,90.94117647
2241,69.0
2242,103.5
2243,127.6666667
2244,253.6666667
2245,44.0
2246,70.30769231
2247,174.3333333
2248,111.2
2249,108.0
2250,110.0
2251,100.8
2252,117.0243902
2253,63.29411765
2254,390.0
2255,51.0
2256,120.1538462
2257,122.6666667
2258,75.0
2259,381.0
2260,120.4255319
2261,410.0
2262,316.3333333
2263,110.0
2264,131.6666667
2265,121.0
2266,80.8125
2267,87.71428571
2268,114.0
2269,165.0
2270,135.3773585
2271,121.8571429
2272,71.0
2273,173.0
2274,250.0
2275,129.5
2276,72.625
2277,48.0
2278,87.71428571
2279,88.0
2280,110.3333333
2281,78.4
2282,104.1428571
2283,130.5555556
2284,188.0
2285,190.0
2286,64.0
2287,55.4
2288,120.4255319
2289,66.0
2290,106.3023256
2291,110.5
2292,67.68421053
2293,145.75
2294,98.57142857
2295,102.0
2296,450.0
2297,43.0
2298,103.0833333
2299,82.15789474
2300,220.0
2301,144.375
2302,230.0
2303,163.7142857
2304,72.0
2305,100.6666667
2306,239.2
2307,112.0714286
2308,141.4444444
2309,235.0
2310,360.0
2311,105.0
2312,41.4
2313,274.0
2314,224.7777778
2315,126.5
2316,433.5
2317,233.0
2318,43.0
2319,294.0
2320,234.8461538
2321,68.57142857
2322,94.03389831
2323,89.46153846
2324,75.57692308
2325,130.25
2326,71.33333333
2327,126.1111111
2328,67.95652174
2329,87.31034483
2330,60.96296296
2331,60.8
2332,63.56410256
2333,106.225
2334,67.0
2335,72.58139535
2336,74.4
2337,53.88235294
2338,86.45454545
2339,125.4358974
2340,91.61016949
2341,131.6
2342,74.0
2343,149.7096774
2344,99.0
2345,81.66666667
2346,53.81818182
2347,92.82051282
2348,182.5714286
2349,225.0
2350,105.1692308
2351,103.6769231
2352,93.58695652
2353,111.0
2354,117.7058824
2355,192.4
2356,66.97058824
2357,80.0
2358,94.33333333
2359,137.7741935
2360,75.64864865
2361,93.01190476
2362,76.31578947
2363,124.8571429
2364,98.04761905
2365,145.0
2366,95.0
2367,103.4285714
2368,85.71428571
2369,89.34782609
2370,196.3361345
2371,167.25
2372,135.2909091
2373,70.92156863
2374,199.7272727
2375,113.3529412
2376,68.75
2377,75.4
2378,68.26923077
2379,84.2
2380,112.75
2381,114.8202247
2382,117.4311927
2383,79.76666667
2384,61.27272727
2385,166.3157895
2386,68.90909091
2387,178.5555556
2388,118.1851852
2389,84.92682927
2390,109.6666667
2391,50.875
2392,48.0
2393,69.0
2394,172.3157895
2395,67.0
2396,97.6
2397,94.0625
2398,223.5454545
2399,104.2
2400,92.33333333
2401,78.85294118
2402,70.0
2403,64.0
2404,104.2264151
2405,166.0
2406,69.875
2407,113.375
2408,146.122449
2409,85.28
2410,246.3333333
2411,188.3333333
2412,40.0
2413,92.36363636
2414,184.1666667
2415,45.0
2416,101.8947368
2417,114.0
2418,116.2916667
2419,90.625
2420,73.48837209
2421,66.66666667
2422,50.0
2423,52.44444444
2424,103.0
2425,52.84615385
2426,82.2
2427,114.6818182
2428,114.6538462
2429,117.5789474
2430,81.375
2431,94.03846154
2432,125.7058824
2433,223.8333333
2434,293.5333333
2435,50.0
2436,50.0
2437,80.0
2438,110.0
2439,105.0
2440,92.30769231
2441,67.0
2442,47.75
2443,72.85185185
2444,53.0
2445,53.0
2446,213.5
2447,70.25
2448,88.73333333
2449,95.09677419
2450,98.2
2451,91.75
2452,250.0
2453,97.57894737
2454,61.0
2455,33.33333333
2456,104.2017544
2457,115.8333333
2458,29.0
2459,144.6363636
2460,283.0
2461,213.1538462
2462,107.3793103
2463,115.0
2464,52.38461538
2465,138.2833333
2466,109.1052632
2467,115.3
2468,105.0
2469,184.0
2470,110.0
2471,151.6666667
2472,79.875
2473,135.5
2474,55.0
2475,128.5
2476,70.33333333
2477,309.0
2478,47.45454545
2479,67.02325581
2480,125.36
2481,202.125
2482,64.625
2483,66.42857143
2484,82.15789474
2485,78.0
2486,80.5
2487,76.0
2488,96.0
2489,74.21428571
2490,420.0
2491,57.86666667
2492,70.0
2493,89.0
2494,105.875
2495,113.3529412
2496,85.69230769
2497,126.5
2498,82.25
2499,98.0
2500,90.88461538
2501,96.0
2502,96.05263158
2503,105.5454545
2504,110.6666667
2505,82.15789474
2506,115.3333333
2507,40.81818182
2508,77.0
2509,79.30645161
2510,111.3076923
2511,35.8
2512,67.33333333
2513,131.6
2514,59.875
2515,87.07692308
2516,74.0
2517,93.6
2518,73.08333333
2519,190.0
2520,105.7142857
2521,97.71875
2522,59.5
2523,58.66666667
2524,91.75
2525,66.35483871
2526,51.4
2527,64.45454545
2528,128.8888889
2529,82.0
2530,207.6097561
2531,96.92592593
2532,99.0
2533,134.3333333
2534,47.0
2535,60.11111111
2536,94.0
2537,63.0
2538,235.0
2539,326.0
2540,84.0
2541,103.0
2542,60.0
2543,64.2
2544,104.1666667
2545,115.4666667
2546,110.0
2547,109.0769231
2548,75.0
2549,230.0
2550,74.0
2551,177.0
2552,75.09090909
2553,98.0
2554,102.0
2555,49.28571429
2556,83.0
2557,80.42857143
2558,75.0
2559,55.375
2560,72.42857143
2561,148.5185185
2562,119.6666667
2563,59.58333333
2564,44.0
2565,126.1451613
2566,221.0
2567,113.8
2568,88.0
2569,60.0
2570,196.3361345
2571,101.12
2572,428.2
2573,48.66666667
2574,228.0
2575,133.3333333
2576,117.7857143
2577,89.2
2578,70.30769231
2579,210.0
2580,250.0
2581,137.5
2582,94.0
2583,98.0
2584,51.33333333
2585,336.0
2586,80.8125
2587,118.0
2588,100.8
2589,90.94117647
2590,69.0
2591,163.5
2592,117.0243902
2593,146.0
2594,75.0
2595,199.0
2596,71.0
2597,103.5
2598,120.3333333
2599,253.6666667
2600,110.0
2601,121.0625
2602,127.6666667
2603,51.0
2604,174.3333333
2605,108.625
2606,88.09090909
2607,87.71428571
2608,111.2
2609,110.0
2610,390.0
2611,120.4255319
2612,220.5
2613,63.29411765
2614,121.8571429
2615,120.1538462
2616,68.875
2617,82.33333333
2618,316.3333333
2619,67.68421053
2620,104.1428571
2621,113.2826087
2622,87.71428571
2623,173.0
2624,381.0
2625,110.3333333
2626,114.0
2627,122.6666667
2628,410.0
2629,121.0
2630,250.0
2631,110.5
2632,129.5
2633,48.0
2634,130.5555556
2635,72.625
2636,78.4
2637,99.0
2638,98.57142857
2639,106.3023256
2640,66.0
2641,72.0
2642,82.15789474
2643,64.47619048
2644,41.4
2645,64.0
2646,188.0
2647,43.0
2648,450.0
2649,135.3773585
2650,220.0
2651,102.0
2652,120.4255319
2653,190.0
2654,100.6666667
2655,235.0
2656,103.1086957
2657,43.0
2658,88.0
2659,150.4545455
2660,112.0714286
2661,100.6666667
2662,233.0
2663,274.0
2664,96.0
2665,91.6
2666,100.5945946
2667,126.5
2668,294.0
2669,230.0
2670,105.0
2671,239.2
2672,93.5
2673,360.0
2674,68.57142857
2675,94.03389831
2676,130.25
2677,89.46153846
2678,75.57692308
2679,71.33333333
2680,67.95652174
2681,126.1111111
2682,63.56410256
2683,87.31034483
2684,60.96296296
2685,60.8
2686,106.225
2687,67.0
2688,74.0
2689,53.88235294
2690,72.58139535
2691,91.61016949
2692,125.4358974
2693,99.0
2694,131.6
2695,74.4
2696,86.45454545
2697,53.81818182
2698,149.7096774
2699,92.82051282
2700,81.66666667
2701,93.58695652
2702,182.5714286
2703,225.0
2704,105.1692308
2705,103.6769231
2706,117.7058824
2707,192.4
2708,111.0
2709,66.97058824
2710,94.33333333
2711,137.7741935
2712,80.0
2713,76.31578947
2714,124.8571429
2715,75.64864865
2716,93.01190476
2717,98.04761905
2718,85.71428571
2719,70.92156863
2720,68.26923077
2721,95.0
2722,103.4285714
2723,145.0
2724,50.875
2725,75.4
2726,135.2909091
2727,196.3361345
2728,84.92682927
2729,113.3529412
2730,199.7272727
2731,84.2
2732,67.0
2733,167.25
2734,69.875
2735,117.4311927
2736,48.0
2737,112.75
2738,68.75
2739,70.0
2740,89.34782609
2741,109.6666667
2742,45.0
2743,114.8202247
2744,166.3157895
2745,223.5454545
2746,94.0625
2747,92.33333333
2748,97.6
2749,172.3157895
2750,78.85294118
2751,166.0
2752,178.5555556
2753,68.90909091
2754,61.27272727
2755,118.1851852
2756,69.0
2757,104.2264151
2758,40.0
2759,146.122449
2760,70.25
2761,92.36363636
2762,116.2916667
2763,85.28
2764,114.6818182
2765,64.0
2766,66.66666667
2767,81.375
2768,188.3333333
2769,72.85185185
2770,113.375
2771,246.3333333
2772,82.2
2773,103.0
2774,184.1666667
2775,114.0
2776,125.7058824
2777,50.0
2778,110.0
2779,104.2
2780,50.0
2781,91.75
2782,92.30769231
2783,73.48837209
2784,88.73333333
2785,117.5789474
2786,29.0
2787,105.0
2788,101.8947368
2789,293.5333333
2790,223.8333333
2791,53.0
2792,47.75
2793,52.44444444
2794,52.84615385
2795,33.33333333
2796,80.0
2797,67.0
2798,250.0
2799,213.5
2800,97.57894737
2801,57.86666667
2802,98.2
2803,95.09677419
2804,94.03846154
2805,61.0
2806,90.625
2807,115.8333333
2808,125.36
2809,114.6538462
2810,107.3793103
2811,104.2017544
2812,79.875
2813,115.0
2814,135.5
2815,78.0
2816,105.0
2817,138.2833333
2818,283.0
2819,109.1052632
2820,144.6363636
2821,87.07692308
2822,55.0
2823,128.5
2824,309.0
2825,47.45454545
2826,110.0
2827,213.1538462
2828,115.3
2829,82.15789474
2830,74.21428571
2831,105.5454545
2832,89.0
2833,96.0
2834,59.5
2835,151.6666667
2836,67.02325581
2837,50.0
2838,60.11111111
2839,79.76666667
2840,98.0
2841,80.5
2842,70.0
2843,58.66666667
2844,420.0
2845,110.6666667
2846,70.33333333
2847,82.15789474
2848,76.0
2849,53.0
2850,67.33333333
2851,93.6
2852,202.125
2853,105.875
2854,126.5
2855,184.0
2856,115.3333333
2857,82.25
2858,49.28571429
2859,64.625
2860,64.2
2861,73.08333333
2862,90.88461538
2863,66.35483871
2864,35.8
2865,47.0
2866,74.0
2867,77.0
2868,113.3529412
2869,74.0
2870,79.30645161
2871,91.75
2872,51.4
2873,59.875
2874,72.42857143
2875,44.0
2876,115.4666667
2877,82.0
2878,52.38461538
2879,102.0
2880,134.3333333
2881,99.0
2882,98.0
2883,111.3076923
2884,94.0
2885,63.0
2886,131.6
2887,84.0
2888,75.0
2889,101.12
2890,80.8125
2891,196.3361345
2892,83.0
2893,190.0
2894,96.0
2895,66.42857143
2896,96.05263158
2897,207.6097561
2898,40.81818182
2899,235.0
2900,326.0
2901,230.0
2902,75.0
2903,177.0
2904,104.1666667
2905,70.30769231
2906,110.0
2907,60.0
2908,119.6666667
2909,126.1451613
2910,71.0
2911,133.3333333
2912,109.0769231
2913,96.92592593
2914,64.45454545
2915,51.33333333
2916,250.0
2917,60.0
2918,100.8
2919,105.7142857
2920,137.5
2921,103.0
2922,118.0
2923,117.0243902
2924,89.2
2925,98.0
2926,336.0
2927,221.0
2928,75.0
2929,67.68421053
2930,69.0
2931,117.7857143
2932,90.94117647
2933,148.5185185
2934,80.42857143
2935,51.0
2936,87.71428571
2937,228.0
2938,428.2
2939,163.5
2940,75.09090909
2941,103.5
2942,110.0
2943,94.0
2944,55.375
2945,120.1538462
2946,104.1428571
2947,110.0
2948,121.8571429
2949,59.58333333
2950,253.6666667
2951,120.4255319
2952,127.6666667
2953,110.5
2954,87.71428571
2955,174.3333333
2956,390.0
2957,111.2
2958,63.29411765
2959,110.3333333
2960,146.0
2961,173.0
2962,128.8888889
2963,72.0
2964,121.0625
2965,64.47619048
2966,250.0
2967,98.57142857
2968,48.66666667
2969,129.5
2970,130.5555556
2971,48.0
2972,120.3333333
2973,78.4
2974,82.33333333
2975,199.0
2976,41.4
2977,72.625
2978,66.0
2979,113.8
2980,122.6666667
2981,114.0
2982,121.0
2983,381.0
2984,106.3023256
2985,210.0
2986,88.0
2987,82.15789474
2988,220.5
2989,91.6
2990,100.6666667
2991,108.625
2992,43.0
2993,316.3333333
2994,43.0
2995,220.0
2996,450.0
2997,410.0
2998,100.6666667
2999,235.0
3000,102.0
3001,96.0
3002,188.0
3003,112.0714286
3004,64.0
3005,54.35714286
3006,274.0
3007,233.0
3008,104.6363636
3009,80.92592593
3010,294.0
3011,126.5
3012,131.0
3013,93.5
3014,120.4255319
3015,68.57142857
3016,130.25
3017,94.03389831
3018,89.46153846
3019,75.57692308
3020,63.56410256
3021,67.95652174
3022,126.1111111
3023,71.33333333
3024,60.96296296
3025,87.31034483
3026,60.8
3027,106.225
3028,74.0
3029,67.0
3030,53.88235294
3031,72.58139535
3032,91.61016949
3033,99.0
3034,125.4358974
3035,53.81818182
3036,92.82051282
3037,131.6
3038,74.4
3039,81.66666667
3040,93.58695652
3041,149.7096774
3042,86.45454545
3043,225.0
3044,182.5714286
3045,117.7058824
3046,105.1692308
3047,103.6769231
3048,192.4
3049,50.875
3050,111.0
3051,66.97058824
3052,68.26923077
3053,137.7741935
3054,76.31578947
3055,70.92156863
3056,124.8571429
3057,69.875
3058,84.92682927
3059,98.04761905
3060,94.33333333
3061,67.0
3062,93.01190476
3063,85.71428571
3064,75.64864865
3065,75.4
3066,80.0
3067,45.0
3068,103.4285714
3069,95.0
3070,84.2
3071,135.2909091
3072,70.25
3073,48.0
3074,113.3529412
3075,70.0
3076,145.0
3077,196.3361345
3078,199.7272727
3079,117.4311927
3080,109.6666667
3081,112.75
3082,167.25
3083,223.5454545
3084,94.0625
3085,72.85185185
3086,68.75
3087,92.33333333
3088,166.0
3089,166.3157895
3090,97.6
3091,81.375
3092,78.85294118
3093,114.8202247
3094,114.6818182
3095,172.3157895
3096,178.5555556
3097,40.0
3098,68.90909091
3099,66.66666667
3100,91.75
3101,57.86666667
3102,103.0
3103,82.2
3104,116.2916667
3105,125.7058824
3106,104.2264151
3107,110.0
3108,146.122449
3109,88.73333333
3110,89.34782609
3111,69.0
3112,29.0
3113,92.30769231
3114,61.27272727
3115,85.28
3116,92.36363636
3117,50.0
3118,114.0
3119,188.3333333
3120,184.1666667
3121,246.3333333
3122,118.1851852
3123,113.375
3124,64.0
3125,33.33333333
3126,53.0
3127,50.0
3128,60.11111111
3129,105.0
3130,87.07692308
3131,47.75
3132,125.36
3133,73.48837209
3134,250.0
3135,117.5789474
3136,293.5333333
3137,59.5
3138,97.57894737
3139,67.0
3140,79.875
3141,98.2
3142,135.5
3143,223.8333333
3144,52.44444444
3145,78.0
3146,80.0
3147,213.5
3148,107.3793103
3149,95.09677419
3150,115.0
3151,49.28571429
3152,115.8333333
3153,58.66666667
3154,61.0
3155,105.5454545
3156,104.2017544
3157,105.0
3158,64.2
3159,101.8947368
3160,47.45454545
3161,74.21428571
3162,138.2833333
3163,110.6666667
3164,309.0
3165,104.2
3166,55.0
3167,109.1052632
3168,52.84615385
3169,89.0
3170,283.0
3171,98.0
3172,82.15789474
3173,128.5
3174,110.0
3175,96.0
3176,82.15789474
3177,94.03846154
3178,93.6
3179,144.6363636
3180,67.33333333
3181,80.5
3182,115.3
3183,44.0
3184,420.0
3185,70.0
3186,67.02325581
3187,47.0
3188,80.8125
3189,213.1538462
3190,72.42857143
3191,74.0
3192,73.08333333
3193,115.3333333
3194,66.35483871
3195,76.0
3196,90.625
3197,102.0
3198,114.6538462
3199,196.3361345
3200,115.4666667
3201,101.12
3202,126.5
3203,105.875
3204,151.6666667
3205,82.25
3206,98.0
3207,51.4
3208,202.125
3209,90.88461538
3210,74.0
3211,91.75
3212,77.0
3213,71.0
3214,67.68421053
3215,82.0
3216,35.8
3217,83.0
3218,64.625
3219,134.3333333
3220,84.0
3221,94.0
3222,70.33333333
3223,75.0
3224,184.0
3225,99.0
3226,79.30645161
3227,70.30769231
3228,59.875
3229,133.3333333
3230,63.0
3231,119.6666667
3232,126.1451613
3233,100.8
3234,51.33333333
3235,117.0243902
3236,75.0
3237,207.6097561
3238,137.5
3239,250.0
3240,118.0
3241,69.0
3242,177.0
3243,75.0
3244,230.0
3245,113.3529412
3246,51.0
3247,336.0
3248,326.0
3249,96.92592593
3250,98.0
3251,90.94117647
3252,235.0
3253,104.1666667
3254,87.71428571
3255,131.6
3256,104.1428571
3257,109.0769231
3258,120.1538462
3259,89.2
3260,110.0
3261,60.0
3262,190.0
3263,111.3076923
3264,96.0
3265,110.5
3266,163.5
3267,64.47619048
3268,117.7857143
3269,228.0
3270,121.8571429
3271,72.0
3272,110.0
3273,221.0
3274,60.0
3275,103.5
3276,110.0
3277,87.71428571
3278,120.4255319
3279,110.3333333
3280,173.0
3281,96.05263158
3282,148.5185185
3283,50.0
3284,103.0
3285,40.81818182
3286,253.6666667
3287,428.2
3288,41.4
3289,390.0
3290,98.57142857
3291,127.6666667
3292,64.45454545
3293,78.4
3294,91.6
3295,250.0
3296,130.5555556
3297,111.2
3298,63.29411765
3299,55.375
3300,129.5
3301,100.6666667
3302,48.0
3303,174.3333333
3304,66.0
3305,82.15789474
3306,80.92592593
3307,54.35714286
3308,43.0
3309,94.0
3310,120.3333333
3311,72.625
3312,53.0
3313,106.3023256
3314,121.0625
3315,104.6363636
3316,43.0
3317,220.0
3318,100.6666667
3319,80.42857143
3320,235.0
3321,131.0
3322,450.0
3323,114.0
3324,47.14285714
3325,67.0
3326,96.0
3327,122.6666667
3328,381.0
3329,102.0
3330,30.0
3331,233.0
3332,93.5
3333,52.38461538
3334,112.0714286
3335,52.0
3336,294.0
3337,274.0
3338,147.0
3339,146.0
3340,75.09090909
3341,126.5
3342,105.7142857
3343,71.0
3344,49.8
3345,68.57142857
3346,63.56410256
3347,130.25
3348,89.46153846
3349,75.57692308
3350,94.03389831
3351,67.95652174
3352,126.1111111
3353,60.96296296
3354,87.31034483
3355,71.33333333
3356,74.0
3357,67.0
3358,106.225
3359,60.8
3360,53.88235294
3361,99.0
3362,91.61016949
3363,53.81818182
3364,72.58139535
3365,92.82051282
3366,125.4358974
3367,93.58695652
3368,131.6
3369,81.66666667
3370,74.4
3371,225.0
3372,149.7096774
3373,182.5714286
3374,117.7058824
3375,86.45454545
3376,50.875
3377,105.1692308
3378,69.875
3379,68.26923077
3380,103.6769231
3381,192.4
3382,70.25
3383,70.92156863
3384,84.92682927
3385,67.0
3386,45.0
3387,76.31578947
3388,66.97058824
3389,137.7741935
3390,124.8571429
3391,85.71428571
3392,75.4
3393,111.0
3394,93.01190476
3395,98.04761905
3396,70.0
3397,48.0
3398,103.4285714
3399,94.33333333
3400,72.85185185
3401,84.2
3402,135.2909091
3403,113.3529412
3404,75.64864865
3405,117.4311927
3406,196.3361345
3407,223.5454545
3408,95.0
3409,57.86666667
3410,199.7272727
3411,109.6666667
3412,145.0
3413,81.375
3414,94.0625
3415,80.0
3416,60.11111111
3417,112.75
3418,91.75
3419,114.6818182
3420,166.0
3421,40.0
3422,97.6
3423,167.25
3424,87.07692308
3425,88.73333333
3426,66.66666667
3427,92.33333333
3428,110.0
3429,166.3157895
3430,29.0
3431,125.7058824
3432,59.5
3433,103.0
3434,68.90909091
3435,82.2
3436,172.3157895
3437,78.85294118
3438,178.5555556
3439,92.30769231
3440,114.8202247
3441,68.75
3442,116.2916667
3443,125.36
3444,33.33333333
3445,146.122449
3446,49.28571429
3447,104.2264151
3448,53.0
3449,50.0
3450,114.0
3451,85.28
3452,188.3333333
3453,92.36363636
3454,250.0
3455,64.2
3456,61.27272727
3457,105.0
3458,47.75
3459,135.5
3460,78.0
3461,184.1666667
3462,79.875
3463,58.66666667
3464,73.48837209
3465,69.0
3466,97.57894737
3467,246.3333333
3468,293.5333333
3469,105.5454545
3470,89.34782609
3471,50.0
3472,117.5789474
3473,107.3793103
3474,67.0
3475,113.375
3476,115.0
3477,118.1851852
3478,80.8125
3479,52.44444444
3480,98.2
3481,110.6666667
3482,44.0
3483,213.5
3484,80.0
3485,74.21428571
3486,64.0
3487,104.2017544
3488,115.8333333
3489,95.09677419
3490,47.45454545
3491,93.6
3492,223.8333333
3493,82.15789474
3494,98.0
3495,72.42857143
3496,89.0
3497,47.0
3498,61.0
3499,105.0
3500,74.0
3501,309.0
3502,283.0
3503,138.2833333
3504,96.0
3505,67.33333333
3506,67.68421053
3507,55.0
3508,109.1052632
3509,101.12
3510,82.15789474
3511,196.3361345
3512,110.0
3513,73.08333333
3514,80.5
3515,115.4666667
3516,115.3333333
3517,66.35483871
3518,420.0
3519,102.0
3520,128.5
3521,67.02325581
3522,144.6363636
3523,71.0
3524,98.0
3525,115.3
3526,51.4
3527,70.0
3528,83.0
3529,126.5
3530,70.30769231
3531,82.0
3532,76.0
3533,91.75
3534,94.0
3535,75.0
3536,84.0
3537,105.875
3538,134.3333333
3539,213.1538462
3540,96.92592593
3541,82.25
3542,77.0
3543,74.0
3544,101.8947368
3545,133.3333333
3546,94.03846154
3547,117.0243902
3548,100.8
3549,51.33333333
3550,202.125
3551,119.6666667
3552,90.88461538
3553,69.0
3554,99.0
3555,52.84615385
3556,120.1538462
3557,137.5
3558,250.0
3559,118.0
3560,126.1451613
3561,51.0
3562,64.47619048
3563,104.1428571
3564,75.0
3565,35.8
3566,151.6666667
3567,79.30645161
3568,110.5
3569,59.875
3570,87.71428571
3571,72.0
3572,336.0
3573,98.0
3574,90.94117647
3575,64.625
3576,207.6097561
3577,177.0
3578,230.0
3579,75.0
3580,121.8571429
3581,163.5
3582,104.2
3583,89.2
3584,63.0
3585,228.0
3586,184.0
3587,110.0
3588,41.4
3589,87.71428571
3590,173.0
3591,109.0769231
3592,110.3333333
3593,104.1666667
3594,114.6538462
3595,235.0
3596,326.0
3597,120.4255319
3598,91.6
3599,110.0
3600,103.5
3601,80.92592593
3602,60.0
3603,117.7857143
3604,110.0
3605,78.4
3606,54.35714286
3607,98.57142857
3608,131.6
3609,100.6666667
3610,47.14285714
3611,390.0
3612,104.6363636
3613,190.0
3614,250.0
3615,253.6666667
3616,130.5555556
3617,43.0
3618,221.0
3619,67.0
3620,129.5
3621,131.0
3622,48.0
3623,66.0
3624,96.0
3625,82.15789474
3626,30.0
3627,148.5185185
3628,49.8
3629,111.2
3630,235.0
3631,220.0
3632,43.0
3633,127.6666667
3634,52.0
3635,100.6666667
3636,113.3529412
3637,450.0
3638,428.2
3639,72.625
3640,111.3076923
3641,96.0
