,Price
800,27.9925
801,15.40377778
802,18.16715385
803,32.65836364
804,30.61932203
805,18.53214286
806,31.24215385
807,22.1
808,47.84837037
809,20.03375
810,18.1925
811,39.97375
812,20.3776087
813,26.4498867
814,15.46
815,29.942625
816,20.7206
817,22.36209302
818,27.46483636
819,46.06451282
820,46.5274
821,57.92693548
822,26.3525
823,21.70216667
824,36.21929825
825,27.23911864
826,19.00794118
827,43.86363077
828,37.31523077
829,93.71425
830,22.78208333
831,22.90364865
832,107.4521429
833,32.06304348
834,78.07322727
835,37.4265
836,18.64264
837,19.93814035
838,30.65053846
839,12.35588235
840,49.28583333
841,31.1045119
842,34.02059211
843,43.54851613
844,12.32981818
845,39.39984314
846,107.6705126
847,29.26025
848,65.56875
849,16.20874359
850,28.60820513
851,53.78571429
852,37.46857143
853,82.06090909
854,19.37890909
855,42.66935185
856,32.93965169
857,26.51269565
858,11.14333333
859,16.59192308
860,50.96109091
861,30.99513158
862,19.08518182
863,64.59222222
864,15.20916667
865,26.29166667
866,19.31857143
867,39.35238095
868,34.93603125
869,10.42388889
870,26.803
871,13.48615385
872,21.6
873,33.25025
874,35.28132353
875,32.33086957
876,17.182
877,16.011
878,72.79589474
879,13.63642857
880,26.97346154
881,32.98557692
882,113.2693333
883,47.361875
884,38.72769231
885,15.14
886,27.4386
887,22.95871429
888,23.322
889,17.03876744
890,77.41666667
891,66.58842105
892,61.86283333
893,34.9090566
894,35.81481651
895,9.5628
896,25.39952941
897,30.5976
898,32.1815
899,17.34364706
900,31.5255
901,52.95719388
902,21.02333333
903,137.5695455
904,30.3775
905,47.52333333
906,26.97522727
907,36.52419118
908,14.293
909,45.6995
910,33.798
911,85.82946154
912,22.77681818
913,39.70773684
914,158.7922667
915,43.97
916,28.60918919
917,52.085
918,21.847
919,9.8628
920,78.74625
921,17.82333333
922,76.5922
923,44.14181818
924,59.0
925,25.94322222
926,9.492272727
927,19.9680625
928,8.17
929,41.38957143
930,38.7525
931,83.50125
932,64.109625
933,36.01325
934,59.43242424
935,13.88308333
936,43.06842105
937,22.455
938,11.370625
939,49.82277778
940,25.3433871
941,19.45142857
942,34.19
943,27.13
944,32.898125
945,18.76848837
946,44.30857143
947,32.4898913
948,51.646
949,31.195
950,32.09
951,17.44569231
952,50.94
953,28.23090909
954,115.533
955,22.12540909
956,29.88478947
957,43.08
958,31.30566667
959,22.69
960,46.5274
961,11.389
962,23.01661538
963,20.36464286
964,18.513
965,135.1055
966,12.49833333
967,39.7374
968,94.098125
969,23.0525
970,37.52210345
971,37.01736842
972,20.6695
973,25.17006452
974,52.19640625
975,264.675
976,33.70615385
977,13.24516667
978,42.2862
979,7.92
980,13.11525
981,42.74666667
982,30.99
983,14.94
984,17.22277778
985,27.08277108
986,23.16515789
987,41.59161538
988,24.84390244
989,37.00904545
990,36.38445588
991,14.22409091
992,14.333375
993,106.5488889
994,13.70454545
995,26.0
996,20.7195
997,25.2075
998,39.725
999,16.05676923
1000,32.723
1001,33.12857143
1002,30.236875
1003,17.31777778
1004,18.76285714
1005,108.7471951
1006,26.19775
1007,58.46907407
1008,13.2053
1009,64.50769231
1010,23.35964286
1011,42.5595
1012,158.976
1013,20.9225
1014,114.8758333
1015,37.44666667
1016,18.615
1017,51.44133333
1018,9.465666667
1019,18.88233333
1020,40.98307692
1021,20.37
1022,116.545
1023,20.43008333
1024,36.64326667
1025,62.39565385
1026,171.1333333
1027,45.59125
1028,45.76307692
1029,24.674
1030,29.151
1031,10.83275
1032,60.9552
1033,13.1466
1034,38.9
1035,14.7754
1036,32.11766667
1037,30.352
1038,285.247
1039,23.22409091
1040,60.87
1041,30.351
1042,70.31925
1043,18.657
1044,55.25
1045,43.26150943
1046,11.74
1047,55.4225
1048,27.09825
1049,20.20388889
1050,19.71783333
1051,11.395
1052,18.2955625
1053,55.62
1054,37.350625
1055,25.29875
1056,145.6466667
1057,36.70125
1058,84.60125
1059,20.74
1060,33.495
1061,53.792
1062,26.59125
1063,7.712
1064,19.895
1065,53.62733333
1066,23.58666667
1067,24.35
1068,20.27896296
1069,95.29916667
1070,41.616
1071,16.4455
1072,27.78966667
1073,23.16515789
1074,20.1241875
1075,24.612
1076,29.57028571
1077,55.2
1078,25.08266667
1079,17.587
1080,17.31241935
1081,48.09553571
1082,360.755
1083,19.055
1084,28.803
1085,15.16166667
1086,22.95383333
1087,44.62833333
1088,31.7425
1089,125.49625
1090,27.935
1091,273.755
1092,56.15916667
1093,36.90769355
1094,20.21333333
1095,42.50666667
1096,20.31264706
1097,30.839
1098,43.9745
1099,38.93888889
1100,33.40333333
1101,30.0062
1102,59.4905
1103,134.789
1104,54.2675
1105,57.22905851
1106,11.7129
1107,121.77
1108,35.37645833
1109,27.4066
1110,88.77777778
1111,38.48247059
1112,76.71
1113,21.105625
1114,21.91166667
1115,22.047
1116,18.84548718
1117,40.7645
1118,30.86290909
1119,35.34
1120,53.10142857
1121,81.295
1122,30.081
1123,87.487
1124,22.127
1125,35.72526667
1126,107.6705126
1127,57.22905851
1128,105.465
1129,27.12333333
1130,11.745
1131,37.471875
1132,47.881
1133,59.05425
1134,13.44125
1135,28.17
1136,42.93428571
1137,28.96891667
1138,158.823
1139,38.025
1140,13.191
1141,13.382
1142,33.8615625
1143,23.8115
1144,32.73833333
1145,14.350125
1146,16.29053333
1147,9.358333333
1148,78.47722222
1149,46.60136364
1150,24.84
1151,23.245
1152,35.86943902
1153,226.3833333
1154,16.67175
1155,69.397
1156,21.65952381
1157,16.695
1158,37.773
1159,22.49
1160,14.4382
1161,37.32636
1162,28.9602
1163,146.2746154
1164,17.5296
1165,50.48413043
1166,88.46428571
1167,18.16715385
1168,175.835
1169,15.40377778
1170,12.47666667
1171,14.76166667
1172,37.04635294
1173,45.78386047
1174,87.12
1175,35.29583333
1176,646.605
1177,35.27
1178,20.49710714
1179,24.75629032
1180,74.609
1181,37.31220238
1182,43.89111111
1183,34.10357143
1184,34.33029412
1185,177.5
1186,245.168
1187,15.764
1188,85.05325
1189,61.235
1190,57.59
1191,260.287
1192,111.993
1193,17.325
1194,11.28285714
1195,7.863333333
1196,30.61932203
1197,18.53214286
1198,31.24215385
1199,22.1
1200,39.97375
1201,47.84837037
1202,20.03375
1203,18.1925
1204,20.3776087
1205,26.4498867
1206,15.46
1207,29.942625
1208,20.7206
1209,22.36209302
1210,27.46483636
1211,46.06451282
1212,46.5274
1213,57.92693548
1214,27.23911864
1215,26.3525
1216,36.21929825
1217,21.70216667
1218,22.78208333
1219,43.86363077
1220,37.31523077
1221,18.64264
1222,19.00794118
1223,93.71425
1224,107.4521429
1225,12.35588235
1226,16.20874359
1227,34.02059211
1228,22.90364865
1229,78.07322727
1230,12.32981818
1231,32.06304348
1232,19.93814035
1233,49.28583333
1234,31.1045119
1235,28.60820513
1236,43.54851613
1237,39.39984314
1238,30.65053846
1239,37.4265
1240,26.51269565
1241,53.78571429
1242,65.56875
1243,107.6705126
1244,37.46857143
1245,17.182
1246,82.06090909
1247,19.37890909
1248,29.26025
1249,50.96109091
1250,42.66935185
1251,32.93965169
1252,39.35238095
1253,19.08518182
1254,26.803
1255,64.59222222
1256,16.59192308
1257,30.99513158
1258,11.14333333
1259,35.28132353
1260,33.25025
1261,15.20916667
1262,10.42388889
1263,72.79589474
1264,13.63642857
1265,19.31857143
1266,13.48615385
1267,21.6
1268,47.361875
1269,34.93603125
1270,23.322
1271,113.2693333
1272,38.72769231
1273,26.29166667
1274,32.98557692
1275,15.14
1276,35.81481651
1277,66.58842105
1278,26.97346154
1279,27.4386
1280,32.33086957
1281,17.03876744
1282,17.34364706
1283,34.9090566
1284,77.41666667
1285,16.011
1286,30.5976
1287,22.95871429
1288,61.86283333
1289,25.39952941
1290,31.5255
1291,14.293
1292,52.95719388
1293,21.02333333
1294,30.3775
1295,137.5695455
1296,9.5628
1297,45.6995
1298,22.77681818
1299,39.70773684
1300,158.7922667
1301,59.0
1302,52.085
1303,85.82946154
1304,9.8628
1305,8.17
1306,33.798
1307,36.52419118
1308,26.97522727
1309,47.52333333
1310,11.370625
1311,25.94322222
1312,17.44569231
1313,43.97
1314,17.82333333
1315,83.50125
1316,9.492272727
1317,44.14181818
1318,32.898125
1319,76.5922
1320,13.88308333
1321,22.455
1322,34.19
1323,28.60918919
1324,19.9680625
1325,36.01325
1326,64.109625
1327,32.1815
1328,25.3433871
1329,41.38957143
1330,43.06842105
1331,49.82277778
1332,19.45142857
1333,22.69
1334,78.74625
1335,21.847
1336,32.09
1337,17.22277778
1338,43.08
1339,27.13
1340,115.533
1341,18.76848837
1342,24.84390244
1343,50.94
1344,51.646
1345,13.11525
1346,13.24516667
1347,11.389
1348,29.88478947
1349,38.7525
1350,31.195
1351,37.01736842
1352,16.05676923
1353,37.00904545
1354,36.38445588
1355,37.52210345
1356,39.7374
1357,18.513
1358,32.4898913
1359,135.1055
1360,59.43242424
1361,31.30566667
1362,20.7195
1363,23.0525
1364,23.01661538
1365,7.92
1366,46.5274
1367,30.99
1368,20.36464286
1369,42.74666667
1370,22.12540909
1371,52.19640625
1372,94.098125
1373,30.236875
1374,264.675
1375,25.17006452
1376,23.16515789
1377,44.30857143
1378,41.59161538
1379,13.70454545
1380,25.2075
1381,12.49833333
1382,14.333375
1383,20.6695
1384,14.22409091
1385,26.0
1386,20.43008333
1387,32.723
1388,42.2862
1389,26.19775
1390,33.12857143
1391,10.83275
1392,33.70615385
1393,14.94
1394,106.5488889
1395,108.7471951
1396,39.725
1397,36.64326667
1398,18.76285714
1399,13.2053
1400,20.37
1401,62.39565385
1402,18.88233333
1403,58.46907407
1404,17.31777778
1405,114.8758333
1406,158.976
1407,29.151
1408,42.5595
1409,27.09825
1410,32.11766667
1411,37.44666667
1412,116.545
1413,45.59125
1414,45.76307692
1415,20.9225
1416,171.1333333
1417,30.352
1418,14.7754
1419,23.22409091
1420,24.674
1421,7.712
1422,19.71783333
1423,18.2955625
1424,20.27896296
1425,9.465666667
1426,11.74
1427,60.9552
1428,285.247
1429,20.1241875
1430,55.25
1431,16.4455
1432,41.616
1433,18.615
1434,70.31925
1435,36.70125
1436,18.657
1437,60.87
1438,25.29875
1439,55.4225
1440,64.50769231
1441,53.792
1442,27.78966667
1443,23.16515789
1444,13.1466
1445,20.74
1446,20.20388889
1447,25.08266667
1448,37.350625
1449,17.587
1450,29.57028571
1451,26.59125
1452,84.60125
1453,19.895
1454,22.95383333
1455,145.6466667
1456,43.26150943
1457,17.31241935
1458,24.35
1459,51.44133333
1460,15.16166667
1461,40.98307692
1462,48.09553571
1463,95.29916667
1464,55.62
1465,53.62733333
1466,19.055
1467,55.2
1468,31.7425
1469,36.90769355
1470,28.803
1471,30.0062
1472,33.495
1473,23.35964286
1474,30.86290909
1475,28.23090909
1476,360.755
1477,43.9745
1478,44.62833333
1479,27.935
1480,24.612
1481,56.15916667
1482,273.755
1483,30.351
1484,20.31264706
1485,18.84548718
1486,59.4905
1487,30.839
1488,76.71
1489,40.7645
1490,22.127
1491,134.789
1492,38.48247059
1493,11.7129
1494,54.2675
1495,35.34
1496,16.29053333
1497,11.395
1498,38.9
1499,125.49625
1500,81.295
1501,121.77
1502,30.081
1503,9.358333333
1504,107.6705126
1505,23.245
1506,21.91166667
1507,14.350125
1508,13.191
1509,57.22905851
1510,24.84
1511,57.22905851
1512,11.745
1513,20.21333333
1514,16.67175
1515,88.77777778
1516,87.487
1517,35.37645833
1518,14.4382
1519,53.10142857
1520,23.58666667
1521,46.60136364
1522,35.86943902
1523,158.823
1524,28.96891667
1525,38.025
1526,37.32636
1527,12.47666667
1528,47.881
1529,13.382
1530,37.471875
1531,28.9602
1532,23.8115
1533,69.397
1534,42.93428571
1535,18.16715385
1536,59.05425
1537,15.40377778
1538,14.76166667
1539,20.49710714
1540,21.105625
1541,13.44125
1542,105.465
1543,78.47722222
1544,35.72526667
1545,42.50666667
1546,17.5296
1547,34.10357143
1548,37.773
1549,11.28285714
1550,226.3833333
1551,7.863333333
1552,43.89111111
1553,88.46428571
1554,45.78386047
1555,21.65952381
1556,38.93888889
1557,28.17
1558,146.2746154
1559,175.835
1560,18.19842857
1561,35.29583333
1562,15.764
1563,646.605
1564,33.40333333
1565,30.92666667
1566,35.27
1567,16.695
1568,74.609
1569,34.33029412
1570,17.42714286
1571,177.5
1572,111.993
1573,260.287
1574,37.04635294
1575,31.79107143
1576,57.59
1577,12.924
1578,27.12333333
1579,33.8615625
1580,110.0985
1581,38.79428571
1582,37.31220238
1583,18.53214286
1584,30.61932203
1585,31.24215385
1586,22.1
1587,39.97375
1588,47.84837037
1589,20.03375
1590,18.1925
1591,20.3776087
1592,26.4498867
1593,15.46
1594,29.942625
1595,20.7206
1596,22.36209302
1597,27.46483636
1598,46.5274
1599,46.06451282
1600,57.92693548
1601,27.23911864
1602,16.20874359
1603,18.64264
1604,31.38814286
1605,22.78208333
1606,12.35588235
1607,26.3525
1608,37.31523077
1609,43.86363077
1610,34.02059211
1611,36.21929825
1612,93.71425
1613,107.4521429
1614,12.32981818
1615,19.00794118
1616,28.60820513
1617,21.70216667
1618,78.07322727
1619,17.182
1620,22.90364865
1621,39.39984314
1622,32.06304348
1623,26.51269565
1624,31.1045119
1625,43.54851613
1626,49.28583333
1627,19.93814035
1628,30.65053846
1629,53.78571429
1630,37.4265
1631,65.56875
1632,37.46857143
1633,107.6705126
1634,39.35238095
1635,82.06090909
1636,24.09525
1637,50.96109091
1638,19.37890909
1639,26.803
1640,32.93965169
1641,42.66935185
1642,19.08518182
1643,35.28132353
1644,29.26025
1645,64.59222222
1646,33.25025
1647,72.79589474
1648,13.63642857
1649,30.99513158
1650,23.322
1651,11.14333333
1652,16.59192308
1653,17.34364706
1654,35.81481651
1655,10.42388889
1656,47.361875
1657,15.20916667
1658,66.58842105
1659,15.14
1660,14.293
1661,113.2693333
1662,38.72769231
1663,34.9090566
1664,30.5976
1665,31.5255
1666,27.4386
1667,32.98557692
1668,25.39952941
1669,77.41666667
1670,17.03876744
1671,30.3775
1672,21.02333333
1673,13.48615385
1674,52.95719388
1675,61.86283333
1676,21.6
1677,137.5695455
1678,19.31857143
1679,26.97346154
1680,22.95871429
1681,22.77681818
1682,45.6995
1683,17.44569231
1684,34.93603125
1685,59.0
1686,11.370625
1687,39.70773684
1688,9.5628
1689,8.17
1690,26.29166667
1691,52.085
1692,9.8628
1693,158.7922667
1694,32.898125
1695,32.33086957
1696,17.22277778
1697,24.84390244
1698,16.011
1699,25.94322222
1700,34.19
1701,13.11525
1702,22.455
1703,83.50125
1704,16.05676923
1705,22.69
1706,85.82946154
1707,13.88308333
1708,13.24516667
1709,36.52419118
1710,25.3433871
1711,17.82333333
1712,76.5922
1713,43.97
1714,43.06842105
1715,44.14181818
1716,43.08
1717,33.798
1718,9.492272727
1719,49.82277778
1720,19.45142857
1721,32.09
1722,37.00904545
1723,145.6466667
1724,36.38445588
1725,64.109625
1726,36.01325
1727,11.389
1728,115.533
1729,47.52333333
1730,20.7195
1731,50.94
1732,37.01736842
1733,20.43008333
1734,29.88478947
1735,51.646
1736,18.76848837
1737,30.236875
1738,7.92
1739,37.52210345
1740,27.13
1741,39.7374
1742,19.9680625
1743,41.38957143
1744,31.195
1745,26.97522727
1746,135.1055
1747,10.83275
1748,30.99
1749,18.513
1750,23.0525
1751,42.74666667
1752,264.675
1753,23.01661538
1754,23.16515789
1755,28.60918919
1756,52.19640625
1757,20.36464286
1758,13.70454545
1759,46.5274
1760,25.2075
1761,31.30566667
1762,36.64326667
1763,32.1815
1764,14.333375
1765,94.098125
1766,26.0
1767,25.17006452
1768,41.59161538
1769,32.723
1770,14.22409091
1771,22.12540909
1772,26.19775
1773,27.09825
1774,32.4898913
1775,62.39565385
1776,78.74625
1777,21.847
1778,20.37
1779,20.27896296
1780,33.12857143
1781,20.6695
1782,7.712
1783,42.2862
1784,13.2053
1785,29.151
1786,108.7471951
1787,18.2955625
1788,12.49833333
1789,18.88233333
1790,18.76285714
1791,32.11766667
1792,20.1241875
1793,39.725
1794,114.8758333
1795,19.71783333
1796,38.7525
1797,59.43242424
1798,41.616
1799,16.4455
1800,106.5488889
1801,158.976
1802,58.46907407
1803,44.30857143
1804,45.59125
1805,45.76307692
1806,30.352
1807,14.7754
1808,23.22409091
1809,116.545
