Unnamed: 0,Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
1612,BMW,535i,93.71425,8.0,225.0,2979.0,petrol,"20,821",135036,"8,335",164192
1613,Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,diesel,"32,043",121815,"6,273",160131
1614,Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"78,017","74,796","6,562",159375
1615,Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"66,592","84,457","7,408",158457
1616,Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,"24,860",113448,"6,621",144929
1617,Peugeot,207,21.70216667,4.9,79.76666667,1536.0,petrol,"80,639","55,479","6,702",142820
1618,Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"19,167",109050,"8,496",136713
1619,Rover,2000,17.182,5.0,74.0,1994.0,petrol,"48,044","76,885","5,879",130808
1620,Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,"70,830","50,767","6,221",127818
1621,Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"21,163","98,187","7,130",126480
1622,Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"47,681","68,954","6,007",122642
1623,Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,"24,313","88,741","6,134",119188
1624,Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"62,769","47,024","8,487",118280
1625,Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"55,929","54,443","7,821",118193
1626,Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,"28,671","83,036","6,402",118109
1627,Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"55,682","55,978","4,694",116354
1628,Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,"19,714","84,707","4,500",108921
1629,Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,"29,356","67,720","4,915",101991
1630,BMW,118i,37.4265,6.2,104.2,1796.6,petrol,"42,607","48,109","5,501","96,217"
1631,Jaguar,XE,65.56875,8.0,167.25,1998.0,petrol,"14,859","77,309","3,582","95,750"
1632,Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"44,378","42,230","5,788","92,396"
1633,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"15,715","70,504","3,370","89,589"
1634,Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,"12,219","69,864","3,336","85,419"
1635,Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"12,137","67,584","4,516","84,237"
1636,Mini,One,24.09525,6.25,68.75,1498.25,petrol,"58,183","21,243","4,671","84,097"
1637,Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"14,957","61,703","4,751","81,411"
1638,Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"31,678","41,930","2,893","76,501"
1639,Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,"29,352","42,190","4,491","76,033"
1640,Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"21,919","51,394","2,674","75,987"
1641,Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"13,776","56,579","2,958","73,313"
1642,Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"36,514","29,243","5,466","71,223"
1643,Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"16,077","50,334","3,927","70,338"
1644,Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,"21,504","44,407","2,437","68,348"
1645,Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"26,815","36,344","4,304","67,463"
1646,Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,"45,202","15,898","4,279","65,379"
1647,Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,"18,779","41,339","3,573","63,691"
1648,Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,"31,727","27,156","2,292","61,175"
1649,Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,"22,710","35,391","2,626","60,727"
1650,Rover,45,23.322,3.75,84.2,1853.9,petrol,"14,483","43,257","2,276","60,016"
1651,Peugeot,107,11.14333333,5.0,50.0,998.0,petrol,"37,013","17,499","2,651","57,163"
1652,Kia,Picanto,16.59192308,5.0,52.84615385,998.0,petrol,"33,462","21,000","1,967","56,429"
1653,Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"20,394","32,790","3,084","56,268"
1654,Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"14,943","37,407","3,111","55,461"
1655,Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,"27,704","23,368","2,755","53,827"
1656,Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"13,207","38,385","2,161","53,753"
1657,Toyota,Aygo,15.20916667,5.0,53.0,998.0,petrol,"32,009","17,121","4,187","53,317"
1658,Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"6,173","43,812","2,176","52,161"
1659,Citroen,C2,15.14,5.0,64.0,1382.75,petrol,"28,713","20,952","1,975","51,640"
1660,Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,"19,982","28,815","2,494","51,291"
1661,BMW,X5,113.2693333,8.0,246.3333333,2994.666667,diesel,"11,684","36,755","2,278","50,717"
1662,Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,"8,254","39,850","1,797","49,901"
1663,Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"7,568","38,468","1,833","47,869"
1664,Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"8,327","37,766","1,727","47,820"
1665,Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"12,941","32,402","2,375","47,718"
1666,Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,"13,991","31,507","2,116","47,614"
1667,Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,"16,457","27,414","2,903","46,774"
1668,Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"10,669","33,388","2,195","46,252"
1669,Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,"12,648","30,516","2,554","45,718"
1670,Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"22,842","20,138","2,345","45,325"
1671,Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"27,046","15,487","2,740","45,273"
1672,MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,"16,352","26,973","1,643","44,968"
1673,Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,petrol,"26,330","16,604","1,706","44,640"
1674,Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"7,000","35,025","2,373","44,398"
1675,Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"22,246","18,919","3,118","44,283"
1676,Mazda,2,21.6,6.0,64.625,1496.0,petrol,"24,382","17,299","1,991","43,672"
1677,Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,petrol,"3,554","38,059","1,707","43,320"
1678,Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,diesel,"16,544","24,098","2,412","43,054"
1679,Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,petrol,"13,509","23,530","2,116","39,155"
1680,Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,"14,947","22,143","1,235","38,325"
1681,Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"13,435","23,112","1,715","38,262"
1682,Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,"9,356","25,844","2,833","38,033"
1683,Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"8,062","27,515","2,183","37,760"
1684,Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,"13,308","20,847","3,193","37,348"
1685,Renault,Espace,59.0,7.0,166.0,1798.0,petrol,"9,826","25,058","1,965","36,849"
1686,Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,"12,727","21,589","1,720","36,036"
1687,Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"10,844","22,301","1,742","34,887"
1688,Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,"18,028","13,743","2,910","34,681"
1689,Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,"20,428","11,787","1,778","33,993"
1690,Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,diesel,"21,048","10,510","2,054","33,612"
1691,Volvo,S60,52.085,8.0,223.8333333,1969.0,petrol,"4,733","26,217","1,605","32,555"
1692,Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,"14,683","15,619","2,172","32,474"
1693,Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"3,179","27,676","1,427","32,282"
1694,Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"5,733","23,830","1,427","30,990"
1695,Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,petrol,"11,498","17,747","1,139","30,384"
1696,Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,"11,062","16,639","1,685","29,386"
1697,Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"5,333","22,641","1,306","29,280"
1698,Hyundai,I10,16.011,5.0,51.77777778,998.0,petrol,"15,123","12,758",603,"28,484"
1699,Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,petrol,"13,791","12,558","2,050","28,399"
1700,Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,"9,229","17,779","1,364","28,372"
1701,Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,"9,970","16,364","1,236","27,570"
1702,Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,"10,273","15,888","1,243","27,404"
1703,Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,"6,342","19,279","1,520","27,141"
1704,Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,"8,124","17,216","1,372","26,712"
1705,Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"6,356","18,774","1,259","26,389"
1706,Volvo,XC90,85.82946154,8.0,213.1538462,1969.0,petrol,"7,869","16,685","1,773","26,327"
1707,Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"16,174","8,314","1,546","26,034"
1708,Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"11,027","12,942","1,526","25,495"
1709,Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,"6,560","17,272","1,503","25,335"
1710,Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"8,499","14,993","1,328","24,820"
1711,Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,"11,838","11,702","1,251","24,791"
1712,BMW,X3,76.5922,8.0,184.0,2396.4,petrol,"9,740","13,693","1,307","24,740"
1713,Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"8,164","14,939",823,"23,926"
1714,Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"2,251","19,985","1,582","23,818"
1715,Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"6,909","16,079",808,"23,796"
1716,Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,"6,227","15,840","1,674","23,741"
1717,Toyota,Prius,33.798,0.0,96.0,1797.4,petrol,"6,204","14,927","2,537","23,668"
1718,Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,petrol,"13,613","8,540","1,160","23,313"
1719,Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,"6,275","15,723","1,275","23,273"
1720,Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,petrol,"10,953","10,500","1,716","23,169"
1721,MG,TF,32.09,4.0,98.2,1754.4,petrol,"10,731","10,948","1,292","22,971"
1722,Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"5,472","15,968","1,432","22,872"
1723,Jaguar,XK,145.6466667,6.0,283.0,5000.0,petrol,"3,073","18,681","1,018","22,772"
1724,Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"3,928","17,664","1,118","22,710"
1725,BMW,Z4,64.109625,6.75,202.125,2778.0,petrol,"6,906","14,317","1,416","22,639"
1726,Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,petrol,"5,642","16,395",590,"22,627"
1727,Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,"12,092","8,824","1,219","22,135"
1728,BMW,740i,115.533,8.0,250.0,2998.0,petrol,"1,955","18,962","1,130","22,047"
1729,Ford,S-MAX,47.52333333,6.0,128.8888889,1886.555556,diesel,"7,360","13,742",806,"21,908"
1730,Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"4,691","15,721","1,025","21,437"
1731,Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"2,580","17,287","1,153","21,020"
1732,Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"5,055","14,650",821,"20,526"
1733,Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,"3,657","16,009",759,"20,425"
1734,Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"7,898","11,350","1,069","20,317"
1735,Subaru,Forester,51.646,0.0,110.0,1995.0,petrol,"5,339","13,205","1,337","19,881"
1736,Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"6,812","11,615","1,124","19,551"
1737,Volvo,940,30.236875,4.5,110.0,2316.0,petrol,"3,416","14,903",962,"19,281"
1738,Rover,Mini,7.92,4.0,33.33333333,868.3333333,petrol,"8,164","10,144",819,"19,127"
1739,Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"4,106","13,808","1,127","19,041"
1740,Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,diesel,"7,033","11,392",607,"19,032"
1741,BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,"7,216","10,504","1,223","18,943"
1742,Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,automatic,"8,794","9,199",862,"18,855"
1743,Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,diesel,"7,915","9,923",956,"18,794"
1744,Kia,Carens,31.195,6.0,105.875,1755.75,petrol,"5,480","12,651",572,"18,703"
1745,Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,petrol,"5,835","12,409",402,"18,646"
1746,BMW,M3,135.1055,6.5,309.0,3999.0,petrol,"1,712","15,809",660,"18,181"
1747,Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,"7,915","9,062",842,"17,819"
1748,MG,ZS,30.99,0.0,105.0,335.0,automatic,"3,665","13,595",545,"17,805"
1749,Hyundai,Matrix,18.513,4.6,76.0,1599.0,petrol,"6,402","10,770",614,"17,786"
1750,Audi,A2,23.0525,5.0,55.0,1406.0,petrol,"8,604","7,655","1,224","17,483"
1751,MG,ZT,42.74666667,5.0,128.5,2548.833333,petrol,"2,229","14,308",507,"17,044"
1752,Mercedes,SLS,264.675,7.0,420.0,6208.0,petrol,"3,314","11,874",862,"16,050"
1753,Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"3,357","12,026",500,"15,883"
1754,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"5,721","9,251",750,"15,722"
1755,Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,petrol,"5,198","9,923",394,"15,515"
1756,Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"4,549","10,092",831,"15,472"
1757,Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,"4,508","10,255",680,"15,443"
1758,Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,"9,177","5,345",758,"15,280"
1759,Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"1,872","12,702",687,"15,261"
1760,Fiat,Multipla,25.2075,5.0,80.5,1753.0,petrol,"5,639","8,670",896,"15,205"
1761,Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"3,083","11,139",580,"14,802"
1762,Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"2,669","11,326",732,"14,727"
1763,Ford,C-MAX,32.1815,6.0,99.0,1448.6,petrol,"4,698","9,456",446,"14,600"
1764,Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"7,626","6,253",705,"14,584"
1765,Volkswagen,Touareg,94.098125,8.0,190.0,2967.0,diesel,"3,779","10,197",592,"14,568"
1766,Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,"11,749","1,928",826,"14,503"
1767,Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,"3,549","10,384",567,"14,500"
1768,Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,petrol,"4,675","9,353",447,"14,475"
1769,Honda,HR-V,32.723,3.6,96.0,1498.0,petrol,"5,792","7,501",843,"14,136"
1770,Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,petrol,"6,488","6,432",611,"13,531"
1771,Mazda,5,22.12540909,5.5,75.09090909,1622.681818,petrol,"5,010","7,348",583,"12,941"
1772,Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,"6,259","6,035",639,"12,933"
1773,Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"2,299","10,004",558,"12,861"
1774,Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,petrol,"4,798","6,968",725,"12,491"
1775,Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"2,086","9,681",672,"12,439"
1776,Jaguar,XF,78.74625,8.0,176.25,1997.0,diesel,"1,137","10,686",456,"12,279"
1777,Hyundai,I20,21.847,6.090909091,70.72727273,1052.272727,petrol,"5,268","6,718",286,"12,272"
1778,Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"2,635","9,083",475,"12,193"
1779,Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"3,391","7,849",624,"11,864"
1780,Honda,FR-V,33.12857143,5.285714286,103.0,1914.714286,petrol,"4,605","6,578",676,"11,859"
1781,Suzuki,SX4,20.6695,4.75,88.0,1586.0,petrol,"4,585","6,465",752,"11,802"
1782,Fiat,Cinquecento,7.712,5.0,29.0,899.0,petrol,"5,631","5,380",602,"11,613"
1783,Volkswagen,Eos,42.2862,6.0,113.8,1740.0,petrol,"6,036","4,620",862,"11,518"
1784,Smart,City-coupe,13.2053,6.0,35.8,679.0,petrol,"5,725","4,991",684,"11,400"
1785,Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,"2,643","8,179",467,"11,289"
1786,Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,"1,992","8,583",590,"11,165"
1787,Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,"1,356","9,537",264,"11,157"
1788,Volkswagen,Fox,12.49833333,5.0,48.66666667,1336.666667,petrol,"6,369","3,886",540,"10,795"
1789,Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,petrol,"3,793","6,374",618,"10,785"
1790,Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,petrol,"3,265","6,979",469,"10,713"
1791,Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,"2,252","7,799",432,"10,483"
1792,Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"2,456","7,384",495,"10,335"
1793,Skoda,Superb,39.725,6.8,110.0,1592.0,petrol,"1,160","8,812",342,"10,314"
1794,BMW,640i,114.8758333,8.0,235.0,2979.0,petrol,"1,370","8,171",387,"9,928"
1795,Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,"3,099","6,215",599,"9,913"
1796,Ford,Kuga,38.7525,0.0,165.0,2488.0,petrol,"3,227","6,373",196,"9,796"
1797,Audi,A5,59.43242424,7.0,150.4545455,1981.818182,petrol,"1,532","7,759",437,"9,728"
1798,Saab,9000,41.616,4.6,125.36,2336.52,petrol,"1,524","7,675",527,"9,726"
1799,Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,"2,775","6,332",447,"9,554"
1800,Audi,Q7,106.5488889,8.0,210.0,2976.333333,diesel,"2,261","6,850",433,"9,544"
1801,Porsche,Cayenne,158.976,8.0,326.0,3295.0,petrol,"2,319","6,552",464,"9,335"
1802,Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,"1,886","6,576",576,"9,038"
1803,Volkswagen,Tiguan,44.30857143,6.714285714,108.0,1663.928571,petrol,"3,365","5,232",434,"9,031"
1804,Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,"2,885","5,516",426,"8,827"
1805,Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,diesel,"2,720","5,603",481,"8,804"
1806,Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,"2,818","5,568",380,"8,766"
1807,Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"4,217","3,945",507,"8,669"
1808,Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,"2,923","5,241",432,"8,596"
1809,Audi,A8,116.545,8.0,230.0,2981.0,petrol,604,"7,405",410,"8,419"
1810,Smart,Forfour,24.674,0.0,60.0,160.0,automatic,"4,378","3,316",523,"8,217"
1811,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"2,338","5,333",509,"8,180"
1812,Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"2,158","5,562",394,"8,114"
1813,Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"1,835","5,807",358,"8,000"
1814,Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,"4,041","3,288",535,"7,864"
1815,Honda,S2000,55.25,6.0,177.0,1997.0,petrol,"1,615","5,669",416,"7,700"
1816,Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,"2,052","4,876",581,"7,509"
1817,Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,715,"6,440",315,"7,470"
1818,Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"1,202","5,920",290,"7,412"
1819,Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,"1,967","5,028",408,"7,403"
1820,Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"1,724","5,231",325,"7,280"
1821,Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"2,444","4,385",361,"7,190"
1822,Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,petrol,"2,086","4,736",328,"7,150"
1823,Bentley,Continental,285.247,7.2,428.2,5577.8,petrol,696,"6,159",290,"7,145"
1824,Mercedes,CLC,42.5595,6.166666667,131.6666667,2313.666667,petrol,"2,988","3,765",293,"7,046"
1825,Skoda,Roomster,20.9225,5.375,68.875,1272.4375,petrol,"2,466","4,288",288,"7,042"
1826,Nissan,350Z,55.4225,6.0,221.0,3498.0,petrol,962,"5,742",280,"6,984"
1827,Renault,Twingo,14.94,5.2,59.6,958.6,petrol,"4,087","2,596",248,"6,931"
1828,Peugeot,1007,18.657,5.0,59.58333333,1407.333333,petrol,"3,221","3,235",347,"6,803"
1829,Nissan,Pathfinder,60.9552,5.5,146.0,2588.6,diesel,"1,635","4,874",240,"6,749"
1830,Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"1,998","4,391",322,"6,711"
1831,Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,"1,780","4,506",357,"6,643"
1832,Audi,S3,60.87,6.75,228.0,1984.0,petrol,987,"5,254",245,"6,486"
1833,Toyota,IQ,17.31777778,3.666666667,58.44444444,1152.888889,petrol,"3,133","2,751",545,"6,429"
1834,Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,"2,778","3,336",303,"6,417"
1835,Chrysler,300C,70.31925,4.5,199.0,4123.5,petrol,634,"5,517",182,"6,333"
1836,Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,"1,816","4,083",264,"6,163"
1837,Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,782,"5,124",214,"6,120"
1838,Kia,Cerato,19.895,4.8,94.0,1742.6,petrol,"1,777","3,575",230,"5,582"
1839,Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,"1,992","3,239",347,"5,578"
1840,Dodge,Caliber,26.59125,4.125,108.625,1911.75,petrol,"1,779","3,624",157,"5,560"
1841,Alfa-Romeo,GT,37.350625,5.375,121.0625,1972.8125,petrol,987,"4,222",269,"5,478"
1842,Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,629,"4,515",254,"5,398"
1843,Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,"1,529","3,496",230,"5,255"
1844,Porsche,Cayman,84.60125,6.5,220.5,3071.0,petrol,823,"4,108",236,"5,167"
1845,Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,816,"4,066",281,"5,163"
1846,Chevrolet,Tacuma,20.20388889,4.777777778,82.33333333,1775.777778,petrol,"1,791","3,083",271,"5,145"
1847,Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,968,"3,862",225,"5,055"
1848,Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,583,"4,300",142,"5,025"
1849,Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,736,"4,009",239,"4,984"
1850,Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,"1,204","3,557",177,"4,938"
1851,Suzuki,Splash,13.1466,4.8,55.4,1144.8,petrol,"2,215","2,264",319,"4,798"
1852,Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,197","3,148",304,"4,649"
1853,Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,"1,783","2,402",249,"4,434"
1854,Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,"1,257","2,866",246,"4,369"
1855,Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,509,"3,666",161,"4,336"
1856,Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,"1,952","2,153",210,"4,315"
1857,Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,766,"3,361",146,"4,273"
1858,Chevrolet,Aveo,18.615,5.2,69.6,1330.4,petrol,"1,830","2,136",192,"4,158"
1859,Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,857,"3,056",211,"4,124"
1860,Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,"1,076","2,841",172,"4,089"
1861,Porsche,944,59.4905,5.0,137.5,2734.5,petrol,407,"3,548",132,"4,087"
1862,Subaru,Outback,53.62733333,0.0,122.6666667,2331.333333,petrol,885,"2,908",275,"4,068"
1863,Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,688,"3,098",211,"3,997"
1864,Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,841,"3,076",79,"3,996"
1865,Alfa-Romeo,159,43.26150943,5.905660377,135.3773585,2276.0,diesel,486,"3,320",188,"3,994"
1866,Honda,Stream,27.935,5.0,103.5,1833.0,petrol,"1,263","2,404",288,"3,955"
1867,Ford,Explorer,76.71,0.0,336.0,0.0,petrol,716,"3,047",147,"3,910"
1868,Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,petrol,"1,357","2,315",158,"3,830"
