Unnamed: 0,Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
3686,Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,"27,878",110812,"5,709",144399
3687,Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,diesel,"29,397",108637,"6,037",144071
3688,Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"24,827",106868,"7,655",139350
3689,Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,"72,916","49,374","10,629",132919
3690,Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,"25,221","98,320","6,528",130069
3691,Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"25,549","92,953","6,909",125411
3692,Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,"37,177","68,584","5,475",111236
3693,Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,"57,545","47,654","5,443",110642
3694,Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"41,820","62,143","5,331",109294
3695,Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"20,109","84,565","4,335",109009
3696,Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,"34,548","61,155","4,993",100696
3697,Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"13,858","76,704","5,813","96,375"
3698,Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,"17,198","71,642","4,764","93,604"
3699,Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,"34,743","55,092","2,825","92,660"
3700,Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,petrol,"20,118","57,334","2,951","80,403"
3701,Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"36,445","39,704","3,530","79,679"
3702,Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,"30,849","42,012","3,124","75,985"
3703,Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"21,350","50,865","3,764","75,979"
3704,Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,"20,150","48,791","3,531","72,472"
3705,Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,"21,863","47,118","3,275","72,256"
3706,Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,"29,350","37,336","4,385","71,071"
3707,Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,"25,788","40,718","3,276","69,782"
3708,Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"32,831","31,894","4,844","69,569"
3709,Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,"24,872","41,040","2,984","68,896"
3710,Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"25,500","36,625","3,123","65,248"
3711,Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"32,340","28,612","3,902","64,854"
3712,Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"29,797","28,504","4,196","62,497"
3713,Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,"8,023","51,555","1,746","61,324"
3714,Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"11,536","44,080","2,616","58,232"
3715,Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,"17,350","37,333","2,406","57,089"
3716,Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,petrol,"5,052","48,456","2,152","55,660"
3717,Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"10,603","42,253","2,404","55,260"
3718,Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,"7,086","45,278","1,881","54,245"
3719,Rover,45,23.322,3.75,84.2,1853.9,petrol,"10,845","40,595","1,503","52,943"
3720,Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"11,586","37,541","3,032","52,159"
3721,Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"8,988","38,759","3,778","51,525"
3722,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"7,982","41,210","2,140","51,332"
3723,Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"12,082","35,787","3,298","51,167"
3724,Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"13,781","33,850","3,382","51,013"
3725,Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,petrol,"23,276","23,502","3,156","49,934"
3726,Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"13,397","33,155","2,637","49,189"
3727,Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"17,925","27,472","3,234","48,631"
3728,Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"27,408","18,522","2,660","48,590"
3729,Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,"20,858","23,350","2,325","46,533"
3730,Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"8,773","34,896","2,383","46,052"
3731,Renault,Espace,59.0,7.0,166.0,1798.0,petrol,"11,538","31,417","2,334","45,289"
3732,Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"6,548","36,098","2,445","45,091"
3733,Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,"7,344","33,693","1,681","42,718"
3734,Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,"8,867","31,488","1,556","41,911"
3735,Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,"26,551","13,261","1,838","41,650"
3736,Volvo,940,30.236875,4.5,110.0,2316.0,petrol,"7,822","31,521","2,091","41,434"
3737,Fiat,Cinquecento,7.712,5.0,29.0,899.0,petrol,"24,663","14,263","2,233","41,159"
3738,Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,"22,011","16,226","2,565","40,802"
3739,Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,"10,100","27,874","2,748","40,722"
3740,Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"17,176","21,264","1,968","40,408"
3741,Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"19,402","18,054","2,679","40,135"
3742,Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,"20,152","18,659","1,077","39,888"
3743,Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"7,086","30,258","2,061","39,405"
3744,Saab,9000,41.616,4.6,125.36,2336.52,petrol,"6,230","29,934","2,054","38,218"
3745,Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,"11,111","25,228","1,831","38,170"
3746,Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"7,018","28,971","1,748","37,737"
3747,Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,"14,902","20,594","1,686","37,182"
3748,Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"8,115","25,362","1,494","34,971"
3749,Rover,Mini,7.92,4.0,33.33333333,868.3333333,petrol,"17,970","15,011","1,548","34,529"
3750,Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,"7,903","21,042","1,693","30,638"
3751,Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,"18,065","10,918","1,551","30,534"
3752,Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"6,550","21,506","1,296","29,352"
3753,Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"3,460","24,563","1,204","29,227"
3754,MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,"9,878","17,681",848,"28,407"
3755,Honda,Jazz,26.3525,0.0,80.0,1498.0,petrol,"14,031","13,160","1,063","28,254"
3756,Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,"10,271","16,468","1,512","28,251"
3757,BMW,740i,115.533,8.0,250.0,2998.0,petrol,"2,649","24,197","1,286","28,132"
3758,Jaguar,XE,65.56875,8.0,167.25,1998.0,petrol,"4,512","22,453","1,033","27,998"
3759,Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"7,836","18,167","1,860","27,863"
3760,Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,"7,969","18,466","1,108","27,543"
3761,Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"4,965","21,351","1,181","27,497"
3762,Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"4,734","20,931","1,388","27,053"
3763,Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,petrol,"10,106","15,498","1,277","26,881"
3764,Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"3,486","21,322","1,597","26,405"
3765,Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,"6,854","17,069","1,651","25,574"
3766,Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,"6,970","16,784","1,647","25,401"
3767,Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"6,704","17,575","1,063","25,342"
3768,Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,"10,131","12,983","1,989","25,103"
3769,Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"5,990","17,797","1,010","24,797"
3770,Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"12,119","11,352","1,238","24,709"
3771,Skoda,Favorit,7.863333333,5.0,44.0,1289.0,petrol,"7,955","15,703",998,"24,656"
3772,Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"3,226","20,350",796,"24,372"
3773,Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,"6,352","15,753","1,244","23,349"
3774,Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"14,801","7,260","1,273","23,334"
3775,Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"3,169","19,460",701,"23,330"
3776,Mini,One,24.09525,6.25,68.75,1498.25,petrol,"13,611","8,094","1,526","23,231"
3777,Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,"4,715","16,547",946,"22,208"
3778,Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,"6,517","14,835",658,"22,010"
3779,Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"5,627","15,485",829,"21,941"
3780,Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"5,413","14,656","1,075","21,144"
3781,Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"4,918","14,747","1,437","21,102"
3782,Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"9,496","9,842","1,584","20,922"
3783,Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"6,520","13,245",557,"20,322"
3784,BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,"8,118","10,594","1,338","20,050"
3785,Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"1,676","17,236",865,"19,777"
3786,Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"5,006","13,821",930,"19,757"
3787,Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"3,307","14,773",752,"18,832"
3788,Honda,Concerto,16.67175,4.5,74.0,1541.5,petrol,"5,807","11,429","1,011","18,247"
3789,Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,"8,457","8,715",917,"18,089"
3790,Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"3,647","13,759",672,"18,078"
3791,Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,"9,083","7,989",855,"17,927"
3792,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"5,451","11,104","1,069","17,624"
3793,Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"7,070","10,070",356,"17,496"
3794,Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"4,925","11,519",799,"17,243"
3795,Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,petrol,"8,385","6,751","1,676","16,812"
3796,Audi,100,37.32636,4.76,101.12,2349.08,petrol,"2,673","13,286",760,"16,719"
3797,Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,"4,721","10,812",676,"16,209"
3798,Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,"2,898","12,195","1,056","16,149"
3799,Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,"4,210","11,242",637,"16,089"
3800,Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"1,746","13,644",504,"15,894"
3801,BMW,X5,113.2693333,8.0,246.3333333,2994.666667,diesel,"3,458","11,632",665,"15,755"
3802,Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"1,361","13,334",989,"15,684"
3803,Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,"3,886","10,007",903,"14,796"
3804,Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,"4,175","9,720",743,"14,638"
3805,Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,"8,501","5,304",662,"14,467"
3806,MG,TF,32.09,4.0,98.2,1754.4,petrol,"6,750","6,643",758,"14,151"
3807,Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,"7,225","5,583","1,330","14,138"
3808,Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"2,315","11,039",708,"14,062"
3809,Honda,HR-V,32.723,3.6,96.0,1498.0,petrol,"5,806","7,283",671,"13,760"
3810,Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"4,703","8,344",691,"13,738"
3811,Jaguar,XK,145.6466667,6.0,283.0,5000.0,petrol,"1,786","11,003",620,"13,409"
3812,BMW,M3,135.1055,6.5,309.0,3999.0,petrol,"1,263","11,629",475,"13,367"
3813,Daewoo,Espero,16.80266667,4.5,71.0,1764.0,petrol,"2,884","9,908",520,"13,312"
3814,Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"4,651","8,004",597,"13,252"
3815,Ford,Probe,24.84,5.0,102.0,2244.0,petrol,"2,807","9,627",488,"12,922"
3816,Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"3,837","7,952",507,"12,296"
3817,Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,"2,721","8,808",444,"11,973"
3818,Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"1,147","9,875",697,"11,719"
3819,Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"2,717","8,462",536,"11,715"
3820,Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"2,845","8,382",479,"11,706"
3821,Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,"3,840","7,316",432,"11,588"
3822,Audi,A2,23.0525,5.0,55.0,1406.0,petrol,"4,968","5,700",738,"11,406"
3823,Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"1,954","8,919",396,"11,269"
3824,Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,petrol,"4,693","5,364","1,088","11,145"
3825,MG,ZS,30.99,0.0,105.0,335.0,automatic,"2,197","8,674",266,"11,137"
3826,Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,petrol,"5,004","5,775",357,"11,136"
3827,Subaru,Forester,51.646,0.0,110.0,1995.0,petrol,"2,844","7,466",822,"11,132"
3828,Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"3,765","6,782",522,"11,069"
3829,Volvo,S60,52.085,8.0,223.8333333,1969.0,petrol,"1,339","8,858",760,"10,957"
3830,Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,"1,982","8,283",419,"10,684"
3831,Fiat,Multipla,25.2075,5.0,80.5,1753.0,petrol,"3,530","6,194",566,"10,290"
3832,Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"3,816","5,852",447,"10,115"
3833,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"3,103","6,570",410,"10,083"
3834,Mercedes,SLS,264.675,7.0,420.0,6208.0,petrol,"2,033","7,422",511,"9,966"
3835,Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"3,490","5,965",379,"9,834"
3836,Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,"4,092","4,975",526,"9,593"
3837,Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"2,246","6,696",435,"9,377"
3838,Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"4,399","4,446",424,"9,269"
3839,Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,"2,051","6,580",363,"8,994"
3840,Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"1,795","6,528",307,"8,630"
3841,Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"1,139","6,711",323,"8,173"
3842,Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,"2,477","5,022",540,"8,039"
3843,MG,ZT,42.74666667,5.0,128.5,2548.833333,petrol,930,"6,876",227,"8,033"
3844,Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,"1,060","6,726",168,"7,954"
3845,Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,"4,391","3,151",400,"7,942"
3846,Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,"2,090","5,559",287,"7,936"
3847,Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,991,"6,617",323,"7,931"
3848,Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,"2,008","5,523",394,"7,925"
3849,Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"2,067","5,575",248,"7,890"
3850,Subaru,Justy,11.745,5.0,51.0,998.0,petrol,"3,732","3,464",538,"7,734"
3851,Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"1,412","5,907",374,"7,693"
3852,Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"1,183","6,103",390,"7,676"
3853,Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"1,143","6,176",354,"7,673"
3854,Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,750,"6,426",312,"7,488"
3855,Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"2,038","5,099",316,"7,453"
3856,Nissan,Prairie,21.407,4.5,72.0,1974.0,petrol,"2,031","5,031",353,"7,415"
3857,Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"1,686","5,227",494,"7,407"
3858,Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,"3,355","3,481",305,"7,141"
3859,Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,"2,192","4,612",284,"7,088"
3860,Toyota,Supra,81.295,8.0,250.0,2998.0,petrol,796,"6,017",235,"7,048"
3861,Porsche,944,59.4905,5.0,137.5,2734.5,petrol,881,"5,860",249,"6,990"
3862,Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,951,"5,701",292,"6,944"
3863,Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,"1,260","5,407",264,"6,931"
3864,Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"1,999","4,580",323,"6,902"
3865,Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,"2,111","4,321",264,"6,696"
3866,Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,"2,278","4,076",147,"6,501"
3867,Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,785,"5,354",318,"6,457"
3868,Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,petrol,"1,475","4,152",336,"5,963"
3869,Ford,Explorer,76.71,0.0,336.0,0.0,petrol,"1,146","4,244",195,"5,585"
3870,Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"2,969","2,349",253,"5,571"
3871,Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,834,"4,540",192,"5,566"
3872,Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,"1,826","3,310",283,"5,419"
3873,Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,826,"4,346",205,"5,377"
3874,Kia,Carens,31.195,6.0,105.875,1755.75,petrol,"1,399","3,782",131,"5,312"
3875,Hyundai,Matrix,18.513,4.6,76.0,1599.0,petrol,"1,694","3,261",126,"5,081"
3876,Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,"1,273","3,590",204,"5,067"
3877,Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,"1,421","3,411",205,"5,037"
3878,Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,petrol,"1,336","3,374",326,"5,036"
3879,Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,672,"4,063",231,"4,966"
3880,Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,"1,754","2,675",191,"4,620"
3881,Audi,90,28.379,4.6,91.6,2181.2,petrol,748,"3,602",177,"4,527"
3882,Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,"3,300","1,022",120,"4,442"
3883,Renault,11,11.63114286,4.428571429,47.14285714,1477.0,petrol,"1,340","2,855",149,"4,344"
3884,Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,167","2,907",245,"4,319"
3885,Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,508,"3,469",208,"4,185"
3886,Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,"1,100","2,736",291,"4,127"
3887,Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,petrol,"1,121","2,762",201,"4,084"
3888,Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,"1,092","2,767",123,"3,982"
3889,Audi,A8,116.545,8.0,230.0,2981.0,petrol,269,"3,474",198,"3,941"
3890,Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,880,"2,867",153,"3,900"
3891,Lada,Samara,10.9158,5.0,49.8,1372.4,petrol,920,"2,845",114,"3,879"
3892,Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,917,"2,760",200,"3,877"
3893,Audi,S3,60.87,6.75,228.0,1984.0,petrol,642,"3,004",187,"3,833"
3894,Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,761,"2,933",109,"3,803"
3895,Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,548,"2,964",282,"3,794"
3896,Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"1,370","2,291",107,"3,768"
3897,Honda,S2000,55.25,6.0,177.0,1997.0,petrol,737,"2,792",185,"3,714"
3898,Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,petrol,706,"2,576",186,"3,468"
3899,Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,799,"2,404",237,"3,440"
3900,Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,451,"2,819",166,"3,436"
3901,Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,petrol,430,"2,694",122,"3,246"
3902,BMW,Z4,64.109625,6.75,202.125,2778.0,petrol,888,"2,129",199,"3,216"
3903,Seat,Marbella,6.494,5.0,30.0,903.0,petrol,"1,571","1,467",168,"3,206"
3904,Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,642,"2,280",115,"3,037"
3905,Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,334,"2,545",135,"3,014"
3906,Honda,Stream,27.935,5.0,103.5,1833.0,petrol,885,"1,836",194,"2,915"
3907,Volvo,XC90,85.82946154,8.0,213.1538462,1969.0,petrol,706,"1,848",188,"2,742"
3908,Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,873,"1,624",88,"2,585"
3909,Triumph,Acclaim,6.050333333,4.333333333,52.0,1335.0,petrol,806,"1,670",69,"2,545"
3910,Toyota,Hilux,46.60136364,6.0,110.0,2393.0,diesel,392,"2,029",122,"2,543"
3911,BMW,M550i,134.789,8.0,390.0,4395.0,petrol,124,"2,281",92,"2,497"
3912,Citroen,C2,15.14,5.0,64.0,1382.75,petrol,"1,176","1,262",55,"2,493"
3913,Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,224,"2,127",101,"2,452"
3914,Smart,City-coupe,13.2053,6.0,35.8,679.0,petrol,"1,075","1,228",146,"2,449"
3915,Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,729,"1,433",98,"2,260"
3916,Aston-Martin,DB7,158.823,4.5,250.0,3228.0,petrol,187,"1,974",83,"2,244"
3917,Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,"1,133","1,005",102,"2,240"
3918,Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,petrol,475,"1,641",88,"2,204"
3919,Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,petrol,230,"1,847",71,"2,148"
3920,Honda,Logo,13.382,2.5,48.0,1343.0,petrol,"1,323",700,110,"2,133"
3921,Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,217,"1,800",94,"2,111"
3922,Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,418,"1,594",80,"2,092"
3923,Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,diesel,504,"1,229",94,"1,827"
3924,Porsche,928,110.0985,5.0,235.0,4957.0,petrol,129,"1,603",83,"1,815"
3925,BMW,850i,111.993,5.0,220.0,4988.0,petrol,169,"1,538",68,"1,775"
3926,BMW,640i,114.8758333,8.0,235.0,2979.0,petrol,171,"1,530",62,"1,763"
3927,Daihatsu,Move,12.924,4.0,43.0,989.0,petrol,895,748,92,"1,735"
3928,Honda,CRX,28.735,4.666666667,100.6666667,1590.0,petrol,589,"1,029",102,"1,720"
3929,Mazda,Tribute,38.025,4.5,129.5,2614.0,petrol,504,"1,134",77,"1,715"
3930,Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,136,"1,455",56,"1,647"
3931,Renault,9,11.49625,4.75,50.25,1507.5,petrol,530,"1,024",65,"1,619"
3932,Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,458,"1,029",55,"1,542"
3933,Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,138,"1,298",63,"1,499"
3934,Mazda,2,21.6,6.0,64.625,1496.0,petrol,679,767,52,"1,498"
3935,Skoda,Superb,39.725,6.8,110.0,1592.0,petrol,155,"1,293",42,"1,490"
3936,Lotus,Esprit,93.42433333,5.0,233.0,2995.0,petrol,60,"1,361",44,"1,465"
3937,Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,183,"1,201",61,"1,445"
3938,Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,256,"1,057",62,"1,375"
3939,Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,472,861,32,"1,365"
3940,Fiat,Barchetta,28.295,5.0,96.0,1747.0,petrol,338,933,82,"1,353"
3941,Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,109,"1,122",48,"1,279"
3942,Porsche,Cayenne,158.976,8.0,326.0,3295.0,petrol,187,"1,026",60,"1,273"
3943,Rover,2000,17.182,5.0,74.0,1994.0,petrol,84,"1,112",27,"1,223"
3944,Opel,Manta,11.9845625,4.0,69.0,1762.75,petrol,174,970,30,"1,174"
3945,Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,125,997,36,"1,158"
3946,Daihatsu,Applause,15.6985,4.5,73.0,1590.0,petrol,346,711,64,"1,121"
