Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
Ssangyong,Korando,37.9,6.0,116.08,1998.0,diesel,259,786,35,1080
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,240,770,46,1056
Audi,100,37.33,4.76,101.12,2349.08,petrol,168,830,39,1037
Audi,Quattro,61.24,5.0,147.0,2144.0,petrol,62,928,37,1027
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,200,781,33,1014
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,421303,796190,55632,1273125
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,613290,533595,51752,1198637
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,306459,471514,46958,824931
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,333284,245569,29419,608272
BMW,320i,47.85,6.44,126.11,1995.78,petrol,119094,402404,29479,550977
Volkswagen,Polo,18.19,5.07,60.96,1408.06,petrol,294044,209196,31568,534808
Peugeot,206,20.03,4.83,71.33,1631.5,petrol,280679,186795,27961,495435
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,77687,388535,18006,484228
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,265423,151025,27535,443983
Renault,Megane,26.45,5.41,87.31,1623.79,petrol,172735,225326,22917,420978
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,285378,105612,21570,412560
Honda,Civic,29.94,4.5,106.22,1480.58,petrol,136414,244214,21581,402209
Toyota,Yaris,20.72,3.52,74.4,1397.8,petrol,204802,127757,26065,358624
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,67663,200376,16921,284960
Volkswagen,Passat,46.06,6.49,125.44,1835.85,petrol,49082,212442,14718,276242
Audi,A4,57.93,6.16,149.71,2283.11,petrol,59717,198805,13635,272157
Peugeot,307,27.46,4.87,86.45,1723.0,petrol,115895,138974,14903,269772
Citroen,Xsara,22.36,4.88,72.58,1743.44,petrol,94976,158473,12325,265774
Peugeot,207,21.7,4.9,79.77,1536.0,petrol,134494,94625,12382,241501
Audi,A3,36.22,6.47,94.33,1424.67,petrol,88601,131091,13166,232858
Toyota,Corolla,27.24,3.03,91.61,1677.95,petrol,72304,111626,12747,196677
Skoda,Fabia,19.01,5.21,66.97,1292.35,petrol,81667,101816,9837,193320
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,58632,114197,9472,182301
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,91658,71533,9045,172236
BMW,118i,37.43,6.2,104.2,1796.6,petrol,73966,85622,10002,169590
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,30960,128052,9958,168970
BMW,535i,93.71,8.0,225.0,2979.0,petrol,21127,136621,9135,166883
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,30553,114999,6512,152064
Renault,Scenic,32.06,5.96,89.35,1472.83,diesel,60801,82971,7948,151720
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,22490,118619,9106,150215
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,51064,88331,8839,148234
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,69142,69228,5781,144151
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,24815,106494,5816,137125
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,67384,51512,9522,128418
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,26437,94411,5623,126471
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,29702,88266,6924,124892
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,55047,57846,8184,121077
Citroen,C4,29.26,5.95,90.62,1462.36,petrol,37730,71223,4872,113825
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,36173,66910,5215,108298
Fiat,500L,26.29,5.6,74.73,1186.33,diesel,75332,25022,6301,106655
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,20063,80809,4727,105599
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,17449,80938,5917,104304
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,47268,51565,4687,103520
Nissan,Qashqai+2,34.94,5.25,97.72,1820.66,diesel,39048,55455,7595,102098
Audi,A6,82.06,7.73,199.73,2790.45,diesel,14437,79932,5409,99778
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,14705,80960,4056,99721
Peugeot,107,11.14,5.0,50.0,998.0,petrol,63323,28808,4917,97048
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,44016,47502,4307,95825
Ford,Fusion,19.38,4.86,61.27,1470.91,petrol,40070,50901,4202,95173
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,26340,62488,5249,94077
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,41218,46762,6032,94012
Kia,Picanto,16.59,5.0,52.85,998.0,petrol,56780,33457,3308,93545
Toyota,Aygo,15.21,5.0,53.0,998.0,petrol,56621,29302,6785,92708
Seat,Leon,32.94,6.35,114.82,1615.37,petrol,27912,60942,3413,92267
Mazda,6,42.67,5.91,118.19,2095.19,petrol,17006,70401,4330,91737
Nissan,Note,19.32,5.0,66.43,1348.29,diesel,36158,48036,4404,88598
Hyundai,I10,16.01,5.0,51.78,998.0,petrol,49889,32927,3044,85860
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,46305,33203,5809,85317
Mazda,3,31.0,5.79,101.89,1905.63,petrol,31335,49655,4231,85221
Audi,TT,64.59,6.78,178.56,2011.56,petrol,35063,43118,5392,83573
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,14725,61464,4569,80758
Citroen,C1,13.49,5.0,52.38,1028.92,petrol,48698,27305,3656,79659
Peugeot,308,32.33,5.89,103.11,1482.5,petrol,31205,44024,3375,78604
Mazda,2,21.6,6.0,64.62,1496.0,petrol,45474,27246,4140,76860
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,13170,60125,3559,76854
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,38840,31900,4095,74835
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,14240,50957,3959,69156
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,47347,15748,4588,67683
Rover,75,39.35,5.0,98.05,1928.71,petrol,9427,53513,2747,65687
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,16891,46180,2544,65615
Volkswagen,Touran,32.99,6.23,94.04,1528.81,diesel,22704,38145,4206,65055
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,24754,36370,3815,64939
BMW,X5,113.27,8.0,246.33,2994.67,diesel,14121,44046,3200,61367
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,17318,39339,3733,60390
Hyundai,Getz,13.64,4.71,69.0,1424.86,petrol,32414,24971,2806,60191
Kia,Rio,22.96,6.29,80.0,998.0,petrol,24567,32920,1934,59421
Nissan,X-Trail,47.36,3.75,113.38,1774.81,diesel,14649,41320,2467,58436
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,15661,36270,2708,54639
Peugeot,407,38.73,5.54,114.65,2178.19,diesel,9193,42242,2279,53714
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,29176,21391,2477,53044
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,24753,23022,3626,51401
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,13613,33840,2998,50451
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,25561,21401,2798,49760
Kia,Ceed,26.98,5.86,88.09,1460.8,petrol,15945,30071,1514,47530
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,5405,39156,1993,46554
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,24771,17302,3497,45570
Citroen,C5,34.91,5.6,104.23,1805.92,diesel,7158,36186,1977,45321
Ford,S-MAX,47.52,6.0,128.89,1886.56,diesel,15291,27360,1976,44627
Rover,2000,17.18,5.0,74.0,1994.0,petrol,15997,26230,2050,44277
Hyundai,I20,21.85,6.09,70.73,1052.27,petrol,20167,21175,1454,42796
Rover,45,23.32,3.75,84.2,1853.9,petrol,10334,30561,1853,42748
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,10882,28459,2472,41813
Hyundai,I30,28.61,5.95,100.59,1387.62,petrol,14492,25673,1528,41693
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,11021,28040,2338,41399
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,13577,25342,1305,40224
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,8835,28811,1970,39616
Jaguar,XF,78.75,8.0,176.25,1997.0,diesel,3635,34071,1497,39203
Volvo,XC90,85.83,8.0,213.15,1969.0,petrol,11766,24389,2622,38777
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,6655,30041,1528,38224
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,6099,29522,2027,37648
Nissan,Juke,28.23,6.45,86.0,999.0,petrol,18390,15328,3564,37282
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,9441,25664,1946,37051
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,2832,32310,1571,36713
MG,ZR,21.02,5.0,92.33,1729.33,petrol,12155,22209,1527,35891
Audi,A5,59.43,7.0,150.45,1981.82,petrol,6813,26700,1613,35126
BMW,X3,76.59,8.0,184.0,2396.4,petrol,12461,20343,2229,35033
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,8107,24087,2706,34900
Porsche,911,158.79,7.47,293.53,3005.4,petrol,3361,29319,1587,34267
Mazda,323,17.34,4.75,70.92,1683.61,petrol,12060,19790,1962,33812
Ford,Puma,30.38,6.31,94.06,935.62,petrol,18170,12866,2123,33159
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,10212,20696,1793,32701
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,4990,25713,1762,32465
Smart,Fortwo,19.97,2.81,55.38,592.56,automatic,14893,15348,1777,32018
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,8872,21659,1386,31917
Mercedes,B,41.39,7.29,105.71,1545.43,diesel,13447,16257,1783,31487
Fiat,Stilo,22.78,5.27,92.36,1837.36,petrol,10714,18353,1608,30675
Audi,A1,27.08,6.23,86.64,1377.57,petrol,17246,11917,1305,30468
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,14963,13694,1645,30302
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,11121,16828,1596,29545
Volkswagen,Tiguan,44.31,6.71,108.0,1663.93,petrol,10821,17019,1364,29204
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,13516,13486,1977,28979
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,13083,13704,1951,28738
Chevrolet,Matiz,9.49,4.91,40.82,850.27,petrol,17397,9662,1640,28699
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,8185,18193,1737,28115
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,7240,19736,814,27790
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,6335,19388,1576,27299
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,6793,16898,1429,25120
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,13785,8658,1393,23836
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,13186,9204,1305,23695
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,8995,13523,902,23420
Volvo,C30,32.49,5.3,113.28,2093.02,petrol,9274,12762,1324,23360
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,2294,19018,1656,22968
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,5758,15165,1335,22258
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,7517,13174,1323,22014
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,10440,9972,1573,21985
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,7627,12542,919,21088
Mazda,5,22.13,5.5,75.09,1622.68,petrol,8312,11717,1026,21055
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,6663,12874,1176,20713
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,6182,13628,834,20644
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,4275,15266,933,20474
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,6438,12914,1024,20376
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,5597,13806,883,20286
Citroen,DS3,23.36,5.25,81.29,1410.36,petrol,10218,9308,675,20201
MG,TF,32.09,4.0,98.2,1754.4,petrol,7669,10578,1030,19277
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,2408,15878,982,19268
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,2431,15426,1042,18899
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,5299,12611,894,18804
Suzuki,SX4,20.67,4.75,88.0,1586.0,petrol,7855,9604,1066,18525
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,4618,12911,827,18356
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,7028,10101,1104,18233
BMW,740i,115.53,8.0,250.0,2998.0,petrol,1603,15505,1085,18193
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,3145,13832,855,17832
Peugeot,3008,40.98,7.31,114.27,1352.58,petrol,5762,11275,645,17682
Volkswagen,Fox,12.5,5.0,48.67,1336.67,petrol,10551,6133,966,17650
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,3821,13101,597,17519
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,5983,10481,892,17356
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,6556,9969,767,17292
BMW,M3,135.11,6.5,309.0,3999.0,petrol,1474,14972,680,17126
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,4368,11396,1229,16993
Audi,A2,23.05,5.0,55.0,1406.0,petrol,7991,7561,1251,16803
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,4299,11576,881,16756
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,8701,6981,955,16637
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,5643,9912,1023,16578
Volkswagen,Eos,42.29,6.0,113.8,1740.0,petrol,8647,6484,1272,16403
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,1936,13837,614,16387
Renault,Twingo,14.94,5.2,59.6,958.6,petrol,9862,5786,592,16240
Audi,Q7,106.55,8.0,210.0,2976.33,diesel,3906,11314,880,16100
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,4787,10304,913,16004
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,3095,11682,875,15652
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,3765,10991,755,15511
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,3313,11166,920,15399
Audi,Q5,64.51,6.85,144.23,2048.54,diesel,5094,9404,751,15249
Toyota,IQ,17.32,3.67,58.44,1152.89,petrol,7690,5880,1144,14714
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,3308,10578,821,14707
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,3512,10495,668,14675
Rover,Mini,7.92,4.0,33.33,868.33,petrol,5480,8465,613,14558
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,4810,9185,539,14534
MG,ZT,42.75,5.0,128.5,2548.83,petrol,1723,11854,471,14048
Chevrolet,Kalos,14.22,4.73,64.45,1353.36,petrol,6957,6213,771,13941
BMW,X1,51.44,7.2,123.93,1863.13,diesel,5280,7669,919,13868
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,5097,7999,749,13845
Hyundai,Ix35,38.9,5.84,113.84,1926.0,diesel,4776,8559,357,13692
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,7403,5446,749,13598
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,10321,2120,896,13337
Honda,FR-V,33.13,5.29,103.0,1914.71,petrol,5240,7187,764,13191
Skoda,Roomster,20.92,5.38,68.88,1272.44,petrol,4768,7741,660,13169
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,7294,5074,652,13020
Chevrolet,Lacetti,18.76,4.71,80.43,1612.93,petrol,4018,8265,656,12939
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,2776,9249,870,12895
Skoda,Yeti,30.35,6.3,83.5,1452.3,petrol,3620,8430,522,12572
Chevrolet,Aveo,18.61,5.2,69.6,1330.4,petrol,5886,6007,603,12496
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,3017,8810,633,12460
Nissan,Pixo,9.47,4.67,50.0,996.0,petrol,7286,4471,543,12300
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,2222,9333,667,12222
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,4733,6703,777,12213
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,4370,6996,746,12112
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,3594,7870,563,12027
Volkswagen,Up,17.07,5.12,51.38,999.0,petrol,7185,4380,424,11989
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,3886,7405,542,11833
BMW,640i,114.88,8.0,235.0,2979.0,petrol,1579,9618,580,11777
Suzuki,Splash,13.15,4.8,55.4,1144.8,petrol,6007,5000,722,11729
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,4842,6017,735,11594
Mercedes,CLC,42.56,6.17,131.67,2313.67,petrol,5282,5585,655,11522
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,5534,5239,646,11419
Saab,900,37.01,4.59,114.68,2208.09,petrol,2614,7787,767,11168
Volvo,850,36.38,4.5,125.71,2294.76,petrol,1835,8700,553,11088
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,5319,5040,667,11026
Mazda,626,20.72,4.72,81.38,1950.91,petrol,2328,7590,584,10502
Volvo,940,30.24,4.5,110.0,2316.0,petrol,1862,8088,549,10499
Chevrolet,Spark,11.4,5.0,52.5,1047.75,petrol,5463,4035,522,10020
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,1750,7716,525,9991
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,3666,5584,601,9851
Audi,A8,116.54,8.0,230.0,2981.0,petrol,747,8506,534,9787
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,3492,5613,538,9643
Jaguar,XKR,171.13,6.0,375.0,5000.0,petrol,981,7853,428,9262
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,2721,5829,450,9000
Peugeot,208,22.85,6.52,73.24,1241.86,petrol,4711,3960,313,8984
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,2073,6369,397,8839
Kia,Venga,23.59,5.25,81.17,1509.75,petrol,3439,5079,197,8715
Nissan,Pathfinder,60.96,5.5,146.0,2588.6,diesel,2133,6134,317,8584
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,953,7068,393,8414
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,2810,5148,443,8401
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,2598,5155,472,8225
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,1366,6395,398,8159
Audi,S3,60.87,6.75,228.0,1984.0,petrol,1368,6410,321,8099
Alfa-Romeo,159,43.26,5.91,135.38,2276.0,diesel,1004,6455,379,7838
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,1341,5825,409,7575
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,2449,4738,361,7548
Chrysler,300C,70.32,4.5,199.0,4123.5,petrol,770,6298,255,7323
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,3372,3408,455,7235
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,2312,4403,397,7112
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,2215,4513,377,7105
Peugeot,1007,18.66,5.0,59.58,1407.33,petrol,3486,3140,390,7016
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,864,5844,221,6929
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,1332,5128,307,6767
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,894,5486,308,6688
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,1416,4943,294,6653
Chevrolet,Tacuma,20.2,4.78,82.33,1775.78,petrol,2320,3835,391,6546
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,1309,4707,302,6318
Porsche,Cayman,84.6,6.5,220.5,3071.0,petrol,1007,4988,320,6315
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,1107,4954,245,6306
Alfa-Romeo,GT,37.35,5.38,121.06,1972.81,petrol,1014,4980,308,6302
Hyundai,Ix20,27.41,6.0,89.0,1552.0,petrol,2172,3529,130,5831
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,2306,3201,311,5818
Dodge,Caliber,26.59,4.12,108.62,1911.75,petrol,1930,3594,252,5776
Audi,S4,95.3,6.33,253.67,3764.33,petrol,666,4728,214,5608
Peugeot,5008,42.51,7.14,99.52,1294.14,petrol,1871,3308,279,5458
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,506,4700,234,5440
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,2290,2884,262,5436
Kia,Cerato,19.9,4.8,94.0,1742.6,petrol,1815,3362,243,5420
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,1431,3349,397,5177
Peugeot,RCZ,38.94,6.0,135.56,1642.33,petrol,2311,2592,269,5172
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,555,4386,118,5059
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,1618,3120,318,5056
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,1604,3098,339,5041
Audi,80,27.1,4.67,91.75,2247.33,petrol,911,3886,225,5022
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,1346,3386,264,4996
BMW,X6,125.5,8.0,282.25,3344.75,petrol,905,3694,219,4818
Aston-Martin,Vantage,360.76,6.0,410.0,5341.0,petrol,337,4020,182,4539
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,1131,3059,263,4453
Toyota,Urban,20.21,6.0,74.0,1329.0,petrol,1928,1965,302,4195
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,979,2917,198,4094
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,1757,1961,219,3937
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,710,3048,162,3920
Saab,9000,41.62,4.6,125.36,2336.52,petrol,552,3126,242,3920
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,1094,2488,249,3831
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,814,2917,90,3821
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,964,2667,186,3817
Aston-Martin,DB9,273.76,6.0,381.0,5935.0,petrol,286,3310,148,3744
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,458,3058,208,3724
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,895,2674,148,3717
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,1069,2359,195,3623
Volvo,440,20.28,4.11,72.85,1832.89,petrol,1090,2328,204,3622
Abarth,500C,21.11,5.0,60.62,1039.5,petrol,1373,2081,155,3609
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,1120,2192,291,3603
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,1168,2215,182,3565
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,605,2807,146,3558
Mitsubishi,Grandis,30.84,4.6,121.0,2378.0,petrol,1075,2229,210,3514
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,629,2664,210,3503
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,192,3175,129,3496
Fiat,Idea,20.31,5.35,63.29,1344.82,diesel,1498,1751,209,3458
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,963,2292,172,3427
Volkswagen,Transporter,35.38,6.0,103.08,1968.0,diesel,667,2563,195,3425
Seat,Exeo,33.86,5.38,116.25,1925.25,petrol,485,2819,103,3407
Skoda,Citigo,12.68,5.0,45.0,999.0,petrol,1698,1526,136,3360
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,1132,2021,162,3315
Volvo,V60,50.48,7.3,150.61,1969.0,diesel,622,2419,225,3266
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,639,2482,144,3265
Mercedes,R,88.78,7.0,190.0,3377.44,petrol,797,2245,215,3257
Chevrolet,Cruze,28.17,5.58,103.0,1706.33,petrol,726,2372,149,3247
Ssangyong,Rexton,54.27,5.67,114.0,1998.0,diesel,797,2252,146,3195
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,689,2299,160,3148
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,835,2085,153,3073
Peugeot,508,46.85,7.71,125.05,1642.05,diesel,383,2569,105,3057
Audi,RS4,121.77,6.67,316.33,3740.0,petrol,246,2700,109,3055
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,839,2037,171,3047
Honda,CR-Z,27.12,6.0,101.0,1497.0,petrol,1053,1731,169,2953
Porsche,944,59.49,5.0,137.5,2734.5,petrol,273,2569,111,2953
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,278,2598,66,2942
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,434,2357,147,2938
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,719,1959,153,2831
Fiat,Sedici,21.91,4.67,88.0,1586.0,petrol,1275,1375,155,2805
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,416,2161,143,2720
