Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,"20,790","89,849","4,015",114654
Mazda,323,17.34,4.75,70.92,1683.61,petrol,"45,210","64,282","5,020",114512
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,"20,884","78,802","5,760",105446
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,"34,212","67,270","3,779",105261
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,"35,973","65,661","3,605",105239
Renault,19,16.29,4.8,57.87,1645.13,petrol,"32,332","67,882","3,803",104017
Citroen,Xsara,22.36,4.88,72.58,1743.44,petrol,"32,355","64,366","2,355","99,076"
Volvo,440,20.28,4.11,72.85,1832.89,petrol,"27,397","65,256","4,381","97,034"
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,"42,953","42,883","3,902","89,738"
Audi,A4,57.93,6.16,149.71,2283.11,petrol,"15,830","63,362","4,020","83,212"
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,"17,258","61,336","2,601","81,195"
Toyota,Yaris,20.72,3.52,74.4,1397.8,petrol,"36,415","29,273","5,772","71,460"
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,"10,567","56,582","4,080","71,229"
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,"24,197","43,885","2,690","70,772"
Audi,80,27.1,4.67,91.75,2247.33,petrol,"13,941","53,825","2,585","70,351"
Mazda,626,20.72,4.72,81.38,1950.91,petrol,"13,775","53,073","2,533","69,381"
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,"27,605","38,839","2,256","68,700"
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,"30,532","35,237","2,698","68,467"
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,"22,989","39,488","2,275","64,752"
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,"26,240","31,165","2,628","60,033"
Saab,900,37.01,4.59,114.68,2208.09,petrol,"13,678","42,062","3,824","59,564"
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,"19,827","35,860","2,733","58,420"
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,"5,427","47,920","2,036","55,383"
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,"10,784","40,406","2,466","53,656"
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,"14,523","34,834","2,389","51,746"
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,"9,030","39,696","2,195","50,921"
Saab,9000,41.62,4.6,125.36,2336.52,petrol,"7,579","37,419","2,423","47,421"
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,"21,700","22,114","3,149","46,963"
Fiat,Tipo,23.58,5.81,80.81,1446.12,diesel,"17,615","26,993","2,022","46,630"
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,"28,108","15,125","2,158","45,391"
Renault,21,20.35,4.79,67.68,1996.68,petrol,"9,821","33,281","1,658","44,760"
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,"20,420","20,289","2,793","43,502"
Volvo,940,30.24,4.5,110.0,2316.0,petrol,"8,158","32,968","2,116","43,242"
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,"11,311","28,994","1,984","42,289"
Ford,Puma,30.38,6.31,94.06,935.62,petrol,"21,277","18,463","2,009","41,749"
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,"10,070","28,789","2,037","40,896"
Rover,Mini,7.92,4.0,33.33,868.33,petrol,"22,126","16,854","1,593","40,573"
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,"6,454","32,159","1,548","40,161"
Volvo,850,36.38,4.5,125.71,2294.76,petrol,"7,030","30,418","2,141","39,589"
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,"19,410","17,671","1,655","38,736"
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,"18,681","17,357","1,690","37,728"
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,"14,403","20,961","1,390","36,754"
Volvo,S40,35.28,5.18,113.35,2106.5,petrol,"7,792","26,566","2,263","36,621"
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,"12,028","23,281","1,197","36,506"
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,"14,408","20,331","1,474","36,213"
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,"10,288","23,315","1,535","35,138"
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,"16,074","16,910","1,959","34,943"
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,"9,212","23,021","2,624","34,857"
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,"19,147","11,922","1,419","32,488"
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,"5,256","24,056","2,638","31,950"
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,"8,495","21,331",898,"30,724"
Audi,A6,82.06,7.73,199.73,2790.45,diesel,"4,250","24,339","1,594","30,183"
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,"11,066","18,034","1,073","30,173"
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,"18,766","10,127","1,214","30,107"
Audi,A3,36.22,6.47,94.33,1424.67,petrol,"10,997","16,794","2,054","29,845"
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,"5,369","22,919","1,401","29,689"
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,"13,643","14,207","1,585","29,435"
Skoda,Fabia,19.01,5.21,66.97,1292.35,petrol,"10,843","17,231","1,330","29,404"
Rover,45,23.32,3.75,84.2,1853.9,petrol,"5,595","22,572",726,"28,893"
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,"13,423","12,788","1,210","27,421"
BMW,740i,115.53,8.0,250.0,2998.0,petrol,"2,635","22,867","1,124","26,626"
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,"5,378","19,626","1,411","26,415"
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,"3,254","22,198",811,"26,263"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"5,845","19,041",950,"25,836"
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,"7,252","17,283","1,182","25,717"
Volvo,460,20.5,4.14,72.43,1824.43,petrol,"6,151","17,668","1,023","24,842"
Rover,75,39.35,5.0,98.05,1928.71,petrol,"2,855","20,545",813,"24,213"
Audi,100,37.33,4.76,101.12,2349.08,petrol,"3,866","19,260",949,"24,075"
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,"5,575","15,637","1,639","22,851"
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,"5,244","16,032",737,"22,013"
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,"5,996","14,588","1,316","21,900"
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,"5,424","15,569",879,"21,872"
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,"3,604","17,336",871,"21,811"
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,"6,824","13,912",964,"21,700"
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,"2,758","17,857",548,"21,163"
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,"3,748","16,581",737,"21,066"
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,"10,761","9,090",862,"20,713"
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,"4,768","13,938","1,411","20,117"
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,"4,824","13,161",630,"18,615"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,"5,825","11,736",999,"18,560"
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,"4,804","12,080","1,204","18,088"
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,"6,869","9,486","1,150","17,505"
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,"3,562","13,338",555,"17,455"
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,"2,960","13,682",799,"17,441"
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,"4,054","11,850",837,"16,741"
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,"3,417","11,658",646,"15,721"
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,"9,457","5,052",782,"15,291"
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,"6,324","8,154",688,"15,166"
Daewoo,Espero,16.8,4.5,71.0,1764.0,petrol,"3,085","11,607",442,"15,134"
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,"4,356","10,092",629,"15,077"
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,"3,374","11,117",510,"15,001"
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,"1,662","12,671",607,"14,940"
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,"2,442","11,810",652,"14,904"
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,"5,904","7,597","1,022","14,523"
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,"3,743","10,089",477,"14,309"
Porsche,911,158.79,7.47,293.53,3005.4,petrol,"1,221","12,464",575,"14,260"
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,"3,210","10,459",442,"14,111"
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,"1,622","11,485",893,"14,000"
Fiat,Tempra,17.92,4.19,64.48,1759.19,petrol,"3,408","10,102",466,"13,976"
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,"3,669","9,579",484,"13,732"
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,"4,682","8,506",498,"13,686"
Renault,25,22.35,4.22,80.93,1977.26,petrol,"2,135","10,777",409,"13,321"
Peugeot,307,27.46,4.87,86.45,1723.0,petrol,"3,984","8,594",241,"12,819"
Renault,11,11.63,4.43,47.14,1477.0,petrol,"4,166","7,999",453,"12,618"
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,"3,251","8,595",611,"12,457"
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,"1,847","10,250",231,"12,328"
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,"3,689","8,162",422,"12,273"
Citroen,XM,36.36,4.55,110.5,2345.1,petrol,"1,568","10,143",439,"12,150"
Audi,TT,64.59,6.78,178.56,2011.56,petrol,"2,767","8,455",712,"11,934"
Lada,Samara,10.92,5.0,49.8,1372.4,petrol,"3,078","8,438",329,"11,845"
Nissan,Prairie,21.41,4.5,72.0,1974.0,petrol,"3,209","7,777",454,"11,440"
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,942,"9,064",635,"10,641"
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,"5,062","4,474",714,"10,250"
Hyundai,Pony,10.32,4.14,54.36,1463.86,petrol,"3,965","5,926",352,"10,243"
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,"2,247","7,636",309,"10,192"
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,"1,491","8,314",336,"10,141"
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,"1,694","7,814",567,"10,075"
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,"2,297","7,310",421,"10,028"
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,"1,230","8,178",421,"9,829"
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,"4,362","4,994",472,"9,828"
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,"2,358","6,717",611,"9,686"
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,"5,445","3,820",416,"9,681"
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,"3,996","5,169",420,"9,585"
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,"5,015","3,952",562,"9,529"
Mazda,121,13.19,5.0,51.33,1431.33,petrol,"5,314","3,627",439,"9,380"
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,"1,541","7,440",305,"9,286"
Renault,Safrane,31.79,4.57,104.14,2211.07,petrol,"1,283","7,475",364,"9,122"
Seat,Leon,32.94,6.35,114.82,1615.37,petrol,"2,316","6,210",390,"8,916"
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,"5,161","3,347",359,"8,867"
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,"2,592","5,642",343,"8,577"
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,"2,259","5,759",407,"8,425"
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,"1,044","6,838",256,"8,138"
Suzuki,SJ,8.47,4.6,41.4,1182.4,petrol,"2,500","5,206",302,"8,008"
Volvo,960,40.76,4.33,133.33,2634.22,petrol,"1,182","6,372",381,"7,935"
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,"1,428","6,115",336,"7,879"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"2,642","4,875",279,"7,796"
Porsche,944,59.49,5.0,137.5,2734.5,petrol,"1,164","6,241",301,"7,706"
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,"2,394","5,014",204,"7,612"
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,"1,176","6,072",306,"7,554"
Peugeot,505,20.66,4.96,67.0,2234.26,petrol,"1,552","5,209",376,"7,137"
BMW,M3,135.11,6.5,309.0,3999.0,petrol,713,"5,996",258,"6,967"
Audi,90,28.38,4.6,91.6,2181.2,petrol,"1,164","5,533",219,"6,916"
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,"1,209","5,440",205,"6,854"
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,"2,044","4,369",415,"6,828"
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,"3,134","3,416",231,"6,781"
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,"1,783","4,587",295,"6,665"
Subaru,Forester,51.65,0.0,110.0,1995.0,petrol,"1,639","4,410",540,"6,589"
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,"2,014","4,260",191,"6,465"
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,"2,450","3,778",237,"6,465"
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,"1,582","4,333",309,"6,224"
Mini,Cooper,31.39,6.71,111.0,1711.57,petrol,"2,356","3,376",394,"6,126"
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,"1,502","4,335",206,"6,043"
Seat,Marbella,6.49,5.0,30.0,903.0,petrol,"3,145","2,557",219,"5,921"
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,554,"5,074",256,"5,884"
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,"1,332","4,186",287,"5,805"
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,"1,561","3,949",246,"5,756"
Triumph,Acclaim,6.05,4.33,52.0,1335.0,petrol,"1,861","3,700",157,"5,718"
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,"1,422","3,961",282,"5,665"
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,456,"4,734",400,"5,590"
Peugeot,305,12.61,4.5,56.25,1607.25,petrol,"1,169","4,209",193,"5,571"
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,898,"4,491",166,"5,555"
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,900,"4,374",178,"5,452"
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,"1,703","3,451",247,"5,401"
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,619,"4,513",267,"5,399"
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,699,"4,458",237,"5,394"
Peugeot,605,35.26,4.73,104.64,2367.18,petrol,723,"4,308",200,"5,231"
Ford,Explorer,76.71,0.0,336.0,0.0,petrol,"1,065","3,929",180,"5,174"
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,"1,683","3,201",249,"5,133"
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,"1,795","2,981",274,"5,050"
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,"2,207","2,417",220,"4,844"
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,586,"4,018",218,"4,822"
Alfa-Romeo,164,38.4,4.75,131.0,2652.38,petrol,580,"3,872",190,"4,642"
Audi,A2,23.05,5.0,55.0,1406.0,petrol,"1,791","2,461",290,"4,542"
Renault,9,11.5,4.75,50.25,1507.5,petrol,"1,436","2,892",168,"4,496"
BMW,X5,113.27,8.0,246.33,2994.67,diesel,843,"3,161",175,"4,179"
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,984,"2,954",201,"4,139"
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,"1,135","2,744",204,"4,083"
Citroen,C5,34.91,5.6,104.23,1805.92,diesel,460,"3,468",138,"4,066"
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,"1,772","2,029",196,"3,997"
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,"1,098","2,613",245,"3,956"
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,071","2,660",215,"3,946"
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,"1,981","1,759",163,"3,903"
Alfa-Romeo,155,23.91,5.0,100.67,2016.78,petrol,489,"3,203",124,"3,816"
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,"1,227","2,358",175,"3,760"
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,990,"2,292",432,"3,714"
MG,ZR,21.02,5.0,92.33,1729.33,petrol,"1,088","2,302",98,"3,488"
Mini,One,24.1,6.25,68.75,1498.25,petrol,"1,741","1,489",223,"3,453"
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,622,"2,437",334,"3,393"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,"1,026","2,235",128,"3,389"
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,"1,203","1,800",124,"3,127"
Alfa-Romeo,33,13.82,5.0,66.0,1351.0,petrol,581,"2,381",133,"3,095"
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,621,"2,348",108,"3,077"
Audi,A8,116.54,8.0,230.0,2981.0,petrol,191,"2,366",121,"2,678"
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,272,"2,020",374,"2,666"
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,577,"1,856",175,"2,608"
Opel,Manta,11.98,4.0,69.0,1762.75,petrol,413,"1,963",49,"2,425"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,747,"1,516",97,"2,360"
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,"1,185","1,026",98,"2,309"
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,122,"2,015",73,"2,210"
Datsun,Sunny,11.82,4.62,56.86,1520.95,petrol,682,"1,454",57,"2,193"
BMW,640i,114.88,8.0,235.0,2979.0,petrol,234,"1,862",76,"2,172"
Honda,Logo,13.38,2.5,48.0,1343.0,petrol,"1,238",801,104,"2,143"
Audi,S3,60.87,6.75,228.0,1984.0,petrol,351,"1,571",102,"2,024"
Porsche,928,110.1,5.0,235.0,4957.0,petrol,179,"1,717",91,"1,987"
Fiat,126,3.78,4.0,18.0,652.0,petrol,994,894,75,"1,963"
Nissan,Silvia,21.02,4.67,66.0,1206.0,petrol,442,"1,440",66,"1,948"
Hyundai,Stellar,11.26,4.5,55.0,1597.0,petrol,309,"1,561",53,"1,923"
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,262,"1,471",92,"1,825"
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,893,812,90,"1,795"
Toyota,Tercel,10.0,4.33,49.33,1347.67,petrol,502,"1,204",82,"1,788"
Kia,Rio,22.96,6.29,80.0,998.0,petrol,560,"1,139",53,"1,752"
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,503,"1,177",66,"1,746"
BMW,850i,111.99,5.0,220.0,4988.0,petrol,159,"1,470",68,"1,697"
Honda,CRX,28.74,4.67,100.67,1590.0,petrol,594,"1,005",89,"1,688"
Daihatsu,Applause,15.7,4.5,73.0,1590.0,petrol,520,"1,081",85,"1,686"
Triumph,TR7,13.14,5.0,93.5,1998.0,petrol,240,"1,370",59,"1,669"
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,419,"1,161",44,"1,624"
Lancia,Delta,29.04,5.85,105.07,1638.89,petrol,210,"1,342",40,"1,592"
MG,ZS,30.99,0.0,105.0,335.0,automatic,258,"1,289",45,"1,592"
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,146,"1,381",61,"1,588"
Rover,2000,17.18,5.0,74.0,1994.0,petrol,136,"1,399",39,"1,574"
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,311,"1,187",68,"1,566"
Aston-Martin,DB7,158.82,4.5,250.0,3228.0,petrol,130,"1,351",63,"1,544"
Fiat,Croma,34.33,5.59,105.0,1962.06,diesel,268,"1,202",51,"1,521"
Skoda,120,3.33,4.6,15.6,469.6,petrol,392,"1,091",38,"1,521"
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,390,"1,089",37,"1,516"
Lada,Niva,12.24,5.0,57.0,1568.0,petrol,275,"1,192",48,"1,515"
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,247,"1,189",48,"1,484"
Daimler,3.6,71.6,4.0,149.0,3590.0,petrol,150,"1,280",47,"1,477"
Lotus,Esprit,93.42,5.0,233.0,2995.0,petrol,65,"1,345",42,"1,452"
Audi,Quattro,61.24,5.0,147.0,2144.0,petrol,131,"1,229",45,"1,405"
Saab,99,11.34,4.0,74.0,1985.0,petrol,270,"1,073",58,"1,401"
Opel,Kadett,13.31,4.09,53.34,1518.68,petrol,399,905,59,"1,363"
Fiat,Barchetta,28.3,5.0,96.0,1747.0,petrol,342,920,70,"1,332"
Renault,18,12.85,4.64,57.36,1849.55,petrol,254,"1,014",36,"1,304"
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,112,"1,082",57,"1,251"
Daimler,4,92.8,4.0,166.0,3980.0,petrol,139,"1,055",55,"1,249"
Lancia,Dedra,21.77,5.0,81.69,1808.38,petrol,209,996,41,"1,246"
Datsun,Cherry,8.4,4.33,44.56,1350.0,petrol,466,734,24,"1,224"
Morris,Marina,5.76,4.0,43.0,1275.0,petrol,253,954,13,"1,220"
Suzuki,X-90,16.64,4.5,71.0,1590.0,petrol,710,386,48,"1,144"
Nissan,Laurel,18.65,4.6,74.8,2652.8,diesel,178,909,34,"1,121"
Alfa-Romeo,166,43.89,5.67,130.56,2457.56,petrol,89,969,53,"1,111"
TVR,Griffith,71.19,5.0,239.0,4997.0,petrol,73,917,31,"1,021"
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,741211,663317,"48,137",1452665
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,435425,848688,"37,824",1321937
Rover,2000,17.18,5.0,74.0,1994.0,petrol,191178,412901,"19,354",623433
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,205484,316860,"28,578",550922
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,"99,993",434818,"14,694",549505
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,313684,206169,"21,661",541514
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,"84,096",357909,"9,863",451868
Volkswagen,Polo,18.19,5.07,60.96,1408.06,petrol,231527,183114,"21,896",436537
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,241354,154867,"15,752",411973
BMW,320i,47.85,6.44,126.11,1995.78,petrol,"93,275",250643,"15,566",359484
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,118199,191042,"12,053",321294
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,173363,105925,"10,568",289856
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,129130,131504,"11,932",272566
Honda,Civic,29.94,4.5,106.22,1480.58,petrol,100408,142794,"11,562",254764
Renault,Megane,26.45,5.41,87.31,1623.79,petrol,"86,611",137734,"9,344",233689
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,"44,623",179235,"7,000",230858
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,"57,562",156003,"5,293",218858
Toyota,Corolla,27.24,3.03,91.61,1677.95,petrol,"72,786",118749,"8,988",200523
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,"32,557",126677,"5,728",164962
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,"89,705","66,086","6,336",162127
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,"30,784",120470,"4,797",156051
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,"20,358",127852,"3,153",151363
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,"29,761",112511,"6,240",148512
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,"75,640","65,464","3,824",144928
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,"43,109","91,012","4,165",138286
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,"89,056","43,096","5,982",138134
BMW,535i,93.71,8.0,225.0,2979.0,petrol,"18,834",105399,"5,319",129552
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,"42,254","80,863","5,382",128499
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,"42,528","81,388","4,243",128159
Peugeot,206,20.03,4.83,71.33,1631.5,petrol,"67,354","51,225","2,709",121288
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,"22,536","91,833","5,608",119977
Volkswagen,Passat,46.06,6.49,125.44,1835.85,petrol,"21,884","89,931","5,673",117488
Mazda,323,17.34,4.75,70.92,1683.61,petrol,"46,140","64,606","4,864",115610
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,"55,291","53,229","4,484",113004
Renault,19,16.29,4.8,57.87,1645.13,petrol,"34,649","74,387","3,834",112870
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,"22,731","85,549","4,331",112611
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,"19,322","86,558","3,820",109700
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,"16,457","85,510","3,657",105624
Volvo,440,20.28,4.11,72.85,1832.89,petrol,"28,904","68,886","4,629",102419
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,"21,032","77,037","3,068",101137
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,"28,076","51,887","2,744","82,707"
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,"15,650","60,863","4,417","80,930"
Audi,80,27.1,4.67,91.75,2247.33,petrol,"14,937","58,361","2,722","76,020"
Mazda,626,20.72,4.72,81.38,1950.91,petrol,"14,033","55,124","2,491","71,648"
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,"22,488","44,319","2,436","69,243"
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,"28,307","33,306","2,403","64,016"
Audi,A4,57.93,6.16,149.71,2283.11,petrol,"11,821","48,047","3,167","63,035"
Saab,900,37.01,4.59,114.68,2208.09,petrol,"13,983","43,874","3,999","61,856"
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,"8,995","47,588","3,331","59,914"
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,"23,290","33,683","1,830","58,803"
Renault,21,20.35,4.79,67.68,1996.68,petrol,"12,466","42,562","2,008","57,036"
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,"11,429","41,428","2,513","55,370"
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,"5,539","46,987","1,996","54,522"
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,"24,047","27,628","2,120","53,795"
Fiat,Tipo,23.58,5.81,80.81,1446.12,diesel,"20,041","30,796","2,115","52,952"
