Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Female,Male,Unknown,Total
BMW,535i,93.71,8.0,225.0,2979.0,petrol,"20,836",134919,"8,972",164727
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,"56,509","97,667","9,570",163746
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,"84,963","65,032","8,118",158113
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,"31,105",117155,"6,596",154856
Renault,Scenic,32.06,5.96,89.35,1472.83,diesel,"58,749","80,964","7,666",147379
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,"21,490",116331,"8,989",146810
BMW,118i,37.43,6.2,104.2,1796.6,petrol,"62,131","70,694","8,401",141226
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,"47,192","85,650","6,780",139622
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,"64,457","64,843","5,320",134620
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,"23,393","99,544","5,426",128363
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,"59,579","62,018","5,886",127483
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,"30,461","89,011","6,983",126455
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,"66,567","50,107","9,342",126016
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,"23,949","95,919","5,692",125560
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,"55,682","56,794","8,139",120615
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,"55,185","56,946","5,252",117383
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,"18,837","86,843","6,411",112091
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,"20,403","83,312","4,561",108276
Citroen,C4,29.26,5.95,90.62,1462.36,petrol,"33,331","63,942","4,286",101559
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,"15,011","81,248","4,059",100318
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,"26,047","68,717","3,961","98,725"
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,"16,819","76,321","4,600","97,740"
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,"27,624","64,089","5,130","96,843"
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,"42,327","45,052","6,057","93,436"
Audi,A6,82.06,7.73,199.73,2790.45,diesel,"13,452","74,860","5,039","93,351"
Ford,Fusion,19.38,4.86,61.27,1470.91,petrol,"37,911","48,849","3,856","90,616"
Mazda,6,42.67,5.91,118.19,2095.19,petrol,"16,236","66,897","3,945","87,078"
Seat,Leon,32.94,6.35,114.82,1615.37,petrol,"25,831","57,322","3,137","86,290"
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,"17,348","62,306","4,705","84,359"
Peugeot,107,11.14,5.0,50.0,998.0,petrol,"53,336","24,703","4,001","82,040"
Kia,Picanto,16.59,5.0,52.85,998.0,petrol,"48,990","29,678","2,829","81,497"
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,"14,866","61,857","4,727","81,450"
Mazda,3,31.0,5.79,101.89,1905.63,petrol,"28,920","45,825","3,748","78,493"
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,"42,104","30,795","5,540","78,439"
Audi,TT,64.59,6.78,178.56,2011.56,petrol,"32,563","40,801","5,015","78,379"
Toyota,Aygo,15.21,5.0,53.0,998.0,petrol,"47,185","24,699","5,645","77,529"
Fiat,500L,26.29,5.6,74.73,1186.33,diesel,"52,629","19,846","4,748","77,223"
Nissan,Note,19.32,5.0,66.43,1348.29,diesel,"29,959","40,597","3,632","74,188"
Rover,75,39.35,5.0,98.05,1928.71,petrol,"10,529","59,476","3,113","73,118"
Nissan,Qashqai+2,34.94,5.25,97.72,1820.66,diesel,"27,929","40,207","4,145","72,281"
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,"35,967","30,013","3,702","69,682"
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,"26,197","38,151","4,091","68,439"
Citroen,C1,13.49,5.0,52.38,1028.92,petrol,"41,092","24,156","2,973","68,221"
Mazda,2,21.6,6.0,64.62,1496.0,petrol,"39,688","24,699","3,493","67,880"
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,"46,960","15,533","4,513","67,006"
Volvo,S40,35.28,5.18,113.35,2106.5,petrol,"15,269","47,236","3,729","66,234"
Peugeot,308,32.33,5.89,103.11,1482.5,petrol,"25,852","36,477","2,736","65,065"
Rover,2000,17.18,5.0,74.0,1994.0,petrol,"23,756","38,225","2,995","64,976"
Hyundai,I10,16.01,5.0,51.78,998.0,petrol,"36,381","25,660","2,029","64,070"
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,"17,930","40,410","3,806","62,146"
Hyundai,Getz,13.64,4.71,69.0,1424.86,petrol,"32,524","25,686","2,668","60,878"
Toyota,Auris,26.97,3.08,85.69,1515.28,petrol,"21,453","34,755","3,278","59,486"
Volkswagen,Touran,32.99,6.23,94.04,1528.81,diesel,"20,863","34,787","3,835","59,485"
BMW,X5,113.27,8.0,246.33,2994.67,diesel,"13,407","41,172","2,997","57,576"
Nissan,X-Trail,47.36,3.75,113.38,1774.81,diesel,"14,365","40,456","2,545","57,366"
Peugeot,407,38.73,5.54,114.65,2178.19,diesel,"9,189","42,954","2,257","54,400"
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,"29,287","21,146","2,284","52,717"
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,"14,930","34,090","2,510","51,530"
Kia,Rio,22.96,6.29,80.0,998.0,petrol,"20,743","29,006","1,654","51,403"
Rover,45,23.32,3.75,84.2,1853.9,petrol,"12,066","35,416","2,125","49,607"
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,"25,240","21,558","2,719","49,517"
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,"13,637","32,941","2,863","49,441"
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,"5,719","40,998","2,146","48,863"
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,"23,594","20,611","3,432","47,637"
Citroen,C5,34.91,5.6,104.23,1805.92,diesel,"7,462","37,520","1,998","46,980"
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,"12,063","31,231","2,658","45,952"
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,"22,562","16,313","3,299","42,174"
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,"9,540","30,549","2,067","42,156"
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,"7,318","32,656","1,635","41,609"
Ford,C-MAX,32.18,6.0,99.0,1448.6,petrol,"14,074","25,178","1,483","40,735"
Mazda,323,17.34,4.75,70.92,1683.61,petrol,"14,506","23,762","2,439","40,707"
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,"10,614","27,727","2,134","40,475"
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,"6,590","31,594","2,231","40,415"
MG,ZR,21.02,5.0,92.33,1729.33,petrol,"13,756","24,474","1,640","39,870"
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,"3,061","33,810","1,632","38,503"
Ford,Puma,30.38,6.31,94.06,935.62,petrol,"21,583","14,169","2,395","38,147"
Ford,S-MAX,47.52,6.0,128.89,1886.56,diesel,"12,803","23,113","1,585","37,501"
Kia,Ceed,26.98,5.86,88.09,1460.8,petrol,"12,446","23,853","1,083","37,382"
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,"9,807","24,938","2,083","36,828"
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,"13,724","20,648","1,934","36,306"
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,"8,493","24,824","2,875","36,192"
Toyota,Prius,33.8,0.0,96.0,1797.4,petrol,"9,075","22,542","3,495","35,112"
Volvo,XC90,85.83,8.0,213.15,1969.0,petrol,"10,610","22,046","2,368","35,024"
Fiat,Stilo,22.78,5.27,92.36,1837.36,petrol,"12,101","20,372","1,720","34,193"
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,"10,653","21,536","1,858","34,047"
Porsche,911,158.79,7.47,293.53,3005.4,petrol,"3,323","28,724","1,565","33,612"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"10,846","20,812","1,097","32,755"
Hyundai,I30,28.61,5.95,100.59,1387.62,petrol,"11,217","20,293","1,109","32,619"
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,"4,891","25,697","1,737","32,325"
Hyundai,I20,21.85,6.09,70.73,1052.27,petrol,"14,284","15,780",972,"31,036"
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,"14,032","14,245","2,009","30,286"
Jaguar,XF,78.75,8.0,176.25,1997.0,diesel,"2,735","26,154","1,115","30,004"
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,"14,348","13,707","1,584","29,639"
BMW,X3,76.59,8.0,184.0,2396.4,petrol,"11,059","16,516","1,792","29,367"
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,"8,239","19,758","1,188","29,185"
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,"7,808","19,253","1,653","28,714"
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,"13,453","13,098","2,010","28,561"
Chevrolet,Matiz,9.49,4.91,40.82,850.27,petrol,"17,040","9,861","1,558","28,459"
Smart,Fortwo,19.97,2.81,55.38,592.56,automatic,"13,142","13,528","1,480","28,150"
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,"15,703","10,241","1,557","27,501"
Mercedes,B,41.39,7.29,105.71,1545.43,diesel,"11,635","13,983","1,490","27,108"
Ford,Kuga,38.75,0.0,165.0,2488.0,petrol,"9,735","16,491",752,"26,978"
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,"6,226","18,892","1,595","26,713"
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,"7,843","16,906","1,670","26,419"
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,"6,674","18,492",735,"25,901"
Audi,A5,59.43,7.0,150.45,1981.82,petrol,"4,730","19,035","1,115","24,880"
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,"14,725","8,621","1,434","24,780"
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,"2,295","19,215","1,707","23,217"
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,"8,379","13,667","1,002","23,048"
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,"7,826","13,698","1,135","22,659"
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,"5,834","15,362","1,346","22,542"
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,"7,426","13,797","1,297","22,520"
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,"10,646","10,219","1,635","22,500"
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,"7,192","14,042","1,164","22,398"
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,"8,486","12,941",807,"22,234"
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,"3,916","17,099","1,101","22,116"
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,"7,452","13,007","1,292","21,751"
Volkswagen,Tiguan,44.31,6.71,108.0,1663.93,petrol,"8,137","12,313","1,015","21,465"
Volvo,C30,32.49,5.3,113.28,2093.02,petrol,"8,309","11,417","1,166","20,892"
Subaru,Forester,51.65,0.0,110.0,1995.0,petrol,"5,724","13,535","1,356","20,615"
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,"6,124","13,687",789,"20,600"
MG,TF,32.09,4.0,98.2,1754.4,petrol,"8,600","10,703","1,109","20,412"
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,"4,511","14,492","1,139","20,142"
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,"2,562","16,154","1,106","19,822"
Nissan,Juke,28.23,6.45,86.0,999.0,petrol,"8,943","8,413","2,187","19,543"
BMW,740i,115.53,8.0,250.0,2998.0,petrol,"1,676","16,520","1,097","19,293"
Mazda,5,22.13,5.5,75.09,1622.68,petrol,"7,503","10,718",959,"19,180"
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,"7,382","10,649","1,138","19,169"
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,"4,924","12,854","1,372","19,150"
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,"3,957","14,187",828,"18,972"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"4,561","13,285",935,"18,781"
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,"2,321","15,372",933,"18,626"
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,"9,802","7,677","1,065","18,544"
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,"3,832","13,373",585,"17,790"
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,"5,065","11,844",842,"17,751"
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,"6,643","10,311",743,"17,697"
BMW,M3,135.11,6.5,309.0,3999.0,petrol,"1,537","15,097",717,"17,351"
Volkswagen,Fox,12.5,5.0,48.67,1336.67,petrol,"10,314","6,090",917,"17,321"
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,"6,068","9,996","1,128","17,192"
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,"4,348","12,072",768,"17,188"
Audi,A2,23.05,5.0,55.0,1406.0,petrol,"8,291","7,604","1,252","17,147"
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,"3,636","12,113","1,011","16,760"
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,"4,084","11,789",763,"16,636"
Suzuki,SX4,20.67,4.75,88.0,1586.0,petrol,"6,943","8,655",970,"16,568"
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,"4,124","11,360",809,"16,293"
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,"4,803","10,445",903,"16,151"
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,"3,217","11,599",904,"15,720"
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,"4,310","10,668",689,"15,667"
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,"6,572","8,007",987,"15,566"
Volkswagen,Eos,42.29,6.0,113.8,1740.0,petrol,"8,227","6,117","1,190","15,534"
Rover,Mini,7.92,4.0,33.33,868.33,petrol,"6,112","8,759",654,"15,525"
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,"5,230","9,467",712,"15,409"
MG,ZT,42.75,5.0,128.5,2548.83,petrol,"1,978","12,842",505,"15,325"
MG,ZS,30.99,0.0,105.0,335.0,automatic,"3,052","11,639",529,"15,220"
Renault,Twingo,14.94,5.2,59.6,958.6,petrol,"8,784","5,560",525,"14,869"
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,"5,432","8,497",833,"14,762"
Audi,A1,27.08,6.23,86.64,1377.57,petrol,"8,058","6,153",504,"14,715"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,"5,400","8,494",762,"14,656"
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,"4,781","9,276",536,"14,593"
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,"2,626","11,176",727,"14,529"
Saab,900,37.01,4.59,114.68,2208.09,petrol,"3,396","10,029",997,"14,422"
Volvo,850,36.38,4.5,125.71,2294.76,petrol,"2,397","11,212",706,"14,315"
Chevrolet,Kalos,14.22,4.73,64.45,1353.36,petrol,"7,014","6,368",741,"14,123"
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,"7,569","5,741",766,"14,076"
Audi,Q7,106.55,8.0,210.0,2976.33,diesel,"3,350","9,867",767,"13,984"
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,"7,991","5,212",673,"13,876"
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,"10,775","2,064",854,"13,693"
Mazda,626,20.72,4.72,81.38,1950.91,petrol,"2,979","9,879",747,"13,605"
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,"4,962","7,732",890,"13,584"
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,"1,598","11,415",503,"13,516"
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,"3,903","8,469",656,"13,028"
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,"5,204","6,944",781,"12,929"
Honda,FR-V,33.13,5.29,103.0,1914.71,petrol,"5,148","7,025",749,"12,922"
Volvo,940,30.24,4.5,110.0,2316.0,petrol,"2,283","9,881",652,"12,816"
Toyota,IQ,17.32,3.67,58.44,1152.89,petrol,"6,444","5,053",945,"12,442"
Chevrolet,Lacetti,18.76,4.71,80.43,1612.93,petrol,"3,742","7,931",593,"12,266"
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,"2,232","9,255",644,"12,131"
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,"5,868","5,549",650,"12,067"
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,"2,501","8,322",760,"11,583"
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,"5,513","5,033",718,"11,264"
Audi,Q5,64.51,6.85,144.23,2048.54,diesel,"3,798","6,893",569,"11,260"
Citroen,DS3,23.36,5.25,81.29,1410.36,petrol,"5,117","5,514",337,"10,968"
Mercedes,CLC,42.56,6.17,131.67,2313.67,petrol,"5,075","5,313",576,"10,964"
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,"2,664","7,651",579,"10,894"
Skoda,Roomster,20.92,5.38,68.88,1272.44,petrol,"3,812","6,352",525,"10,689"
BMW,640i,114.88,8.0,235.0,2979.0,petrol,"1,471","8,577",509,"10,557"
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,"3,176","6,877",486,"10,539"
Chevrolet,Aveo,18.61,5.2,69.6,1330.4,petrol,"4,844","5,039",475,"10,358"
BMW,X1,51.44,7.2,123.93,1863.13,diesel,"3,726","5,866",672,"10,264"
Nissan,Pixo,9.47,4.67,50.0,996.0,petrol,"5,997","3,826",430,"10,253"
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,"3,721","5,907",620,"10,248"
Peugeot,3008,40.98,7.31,114.27,1352.58,petrol,"3,245","6,584",367,"10,196"
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,"2,250","7,220",447,"9,917"
Audi,A8,116.54,8.0,230.0,2981.0,petrol,714,"8,240",524,"9,478"
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,"1,640","7,292",364,"9,296"
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,"1,655","7,102",498,"9,255"
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,"1,564","7,137",495,"9,196"
Jaguar,XKR,171.13,6.0,375.0,5000.0,petrol,921,"7,616",426,"8,963"
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,"2,885","5,418",444,"8,747"
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,"2,685","5,450",492,"8,627"
Smart,Forfour,24.67,0.0,60.0,160.0,automatic,"4,431","3,158",563,"8,152"
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,"1,801","5,963",358,"8,122"
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,"3,463","4,230",411,"8,104"
Nissan,Pathfinder,60.96,5.5,146.0,2588.6,diesel,"1,995","5,750",300,"8,045"
Suzuki,Splash,13.15,4.8,55.4,1144.8,petrol,"3,963","3,488",466,"7,917"
Hyundai,Ix35,38.9,5.84,113.84,1926.0,diesel,"2,638","5,023",199,"7,860"
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,"3,714","3,637",477,"7,828"
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,"1,640","5,803",374,"7,817"
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,"2,439","4,946",423,"7,808"
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,858,"6,557",372,"7,787"
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,"2,539","4,770",424,"7,733"
Audi,S3,60.87,6.75,228.0,1984.0,petrol,"1,261","6,072",295,"7,628"
Skoda,Yeti,30.35,6.3,83.5,1452.3,petrol,"2,171","5,122",293,"7,586"
Chrysler,300C,70.32,4.5,199.0,4123.5,petrol,767,"6,356",236,"7,359"
Peugeot,1007,18.66,5.0,59.58,1407.33,petrol,"3,482","3,256",392,"7,130"
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,"1,440","5,213",352,"7,005"
Alfa-Romeo,159,43.26,5.91,135.38,2276.0,diesel,894,"5,767",341,"7,002"
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,"3,524","2,943",506,"6,973"
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,885,"5,855",232,"6,972"
Audi,80,27.1,4.67,91.75,2247.33,petrol,"1,234","5,318",284,"6,836"
Chevrolet,Tacuma,20.2,4.78,82.33,1775.78,petrol,"2,319","3,917",392,"6,628"
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,"2,101","4,005",411,"6,517"
Chevrolet,Spark,11.4,5.0,52.5,1047.75,petrol,"3,300","2,625",379,"6,304"
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,703,"5,411",152,"6,266"
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,petrol,"2,060","3,901",302,"6,263"
Alfa-Romeo,GT,37.35,5.38,121.06,1972.81,petrol,"1,036","4,845",313,"6,194"
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,"1,699","4,024",461,"6,184"
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,830,"4,976",297,"6,103"
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,"1,633","4,139",326,"6,098"
Porsche,Cayman,84.6,6.5,220.5,3071.0,petrol,979,"4,815",291,"6,085"
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,"2,478","3,293",294,"6,065"
Kia,Soul,33.49,0.0,81.0,285.0,automatic,"2,434","3,452",159,"6,045"
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,551,"5,175",263,"5,989"
Dodge,Caliber,26.59,4.12,108.62,1911.75,petrol,"1,927","3,712",227,"5,866"
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,"2,636","2,851",298,"5,785"
Kia,Cerato,19.9,4.8,94.0,1742.6,petrol,"1,840","3,437",240,"5,517"
Subaru,Outback,53.63,0.0,122.67,2331.33,petrol,"1,167","3,747",361,"5,275"
Kia,Venga,23.59,5.25,81.17,1509.75,petrol,"2,078","3,089",103,"5,270"
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,"1,757","3,132",357,"5,246"
Volvo,440,20.28,4.11,72.85,1832.89,petrol,"1,551","3,411",283,"5,245"
Audi,S4,95.3,6.33,253.67,3764.33,petrol,631,"4,408",204,"5,243"
Saab,9000,41.62,4.6,125.36,2336.52,petrol,783,"4,137",312,"5,232"
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,"1,531","3,397",276,"5,204"
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,"1,233","3,691",233,"5,157"
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,"1,449","3,208",316,"4,973"
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,"1,083","3,492",247,"4,822"
Honda,Insight,24.61,0.0,72.0,1339.0,petrol,"1,365","3,141",290,"4,796"
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,"1,231","3,243",241,"4,715"
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,"1,183","3,124",289,"4,596"
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,763,"3,631",183,"4,577"
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,"1,478","2,715",245,"4,438"
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,"1,246","2,891",201,"4,338"
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,522,"3,554",236,"4,312"
Aston-Martin,Vantage,360.76,6.0,410.0,5341.0,petrol,318,"3,774",159,"4,251"
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,"1,029","3,019",177,"4,225"
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,746,"3,264",150,"4,160"
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,"1,166","2,644",226,"4,036"
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,"1,024","2,763",225,"4,012"
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,823,"2,950",83,"3,856"
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,704,"2,899",176,"3,779"
BMW,X6,125.5,8.0,282.25,3344.75,petrol,649,"2,948",172,"3,769"
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,"1,161","2,294",276,"3,731"
Aston-Martin,DB9,273.76,6.0,381.0,5935.0,petrol,268,"3,279",131,"3,678"
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,"1,232","2,241",187,"3,660"
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,559,"2,904",157,"3,620"
Toyota,Urban,20.21,6.0,74.0,1329.0,petrol,"1,613","1,716",265,"3,594"
Peugeot,5008,42.51,7.14,99.52,1294.14,petrol,"1,193","2,202",175,"3,570"
Fiat,Idea,20.31,5.35,63.29,1344.82,diesel,"1,535","1,825",203,"3,563"
Mitsubishi,Grandis,30.84,4.6,121.0,2378.0,petrol,"1,101","2,251",201,"3,553"
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,936,"2,368",193,"3,497"
Peugeot,RCZ,38.94,6.0,135.56,1642.33,petrol,"1,452","1,854",165,"3,471"
Mitsubishi,ASX,33.4,0.0,110.0,1998.0,petrol,"1,085","2,172",129,"3,386"
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,514,"2,676",177,"3,367"
Porsche,944,59.49,5.0,137.5,2734.5,petrol,321,"2,804",116,"3,241"
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,199,"2,858",123,"3,180"
Ssangyong,Rexton,54.27,5.67,114.0,1998.0,diesel,775,"2,263",142,"3,180"
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,575,"2,365",175,"3,115"
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,298,"2,693",70,"3,061"
Audi,RS4,121.77,6.67,316.33,3740.0,petrol,259,"2,671",125,"3,055"
Volkswagen,Transporter,35.38,6.0,103.08,1968.0,diesel,565,"2,213",161,"2,939"
Hyundai,Ix20,27.41,6.0,89.0,1552.0,petrol,"1,038","1,821",55,"2,914"
Mercedes,R,88.78,7.0,190.0,3377.44,petrol,694,"1,989",187,"2,870"
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,456,"2,286",117,"2,859"
Ford,Explorer,76.71,0.0,336.0,0.0,petrol,513,"2,200",116,"2,829"
Abarth,500C,21.11,5.0,60.62,1039.5,petrol,"1,000","1,637",142,"2,779"
Fiat,Sedici,21.91,4.67,88.0,1586.0,petrol,"1,277","1,349",142,"2,768"
Toyota,Verso-S,22.05,3.6,73.0,1329.0,petrol,"1,034","1,546",177,"2,757"
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,281,"2,367",74,"2,722"
Volvo,960,40.76,4.33,133.33,2634.22,petrol,451,"2,104",148,"2,703"
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,349,"2,225",108,"2,682"
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,307,"2,258",115,"2,680"
Alfa-Romeo,Brera,53.1,6.0,163.71,2679.29,petrol,396,"2,071",126,"2,593"
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,269,"2,235",79,"2,583"
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,638,"1,741",171,"2,550"
