,Engine CC
1121,2998.0
1122,2254.0
1123,3498.0
1124,1721.5
1125,2287.6
1126,2521.092437
1127,2309.340426
1128,2981.0
1129,1497.0
1130,998.0
1131,2167.5
1132,3106.666667
1133,2417.875
1134,1304.0
1135,1706.333333
1136,2308.285714
1137,1707.125
1138,3228.0
1139,2614.0
1140,1431.333333
1141,1343.0
1142,1925.25
1143,1298.0
1144,1798.0
1145,1642.875
1146,1645.133333
1147,1324.0
1148,3196.555556
1149,2393.0
1150,2244.0
1151,1998.0
1152,1980.634146
1153,4857.0
1154,1541.5
1155,3358.666667
1156,1809.714286
1157,1360.0
1158,2184.0
1159,1261.25
1160,1891.7
1161,2349.08
1162,1936.6
1163,4089.923077
1164,1549.8
1165,1969.0
1166,3456.0
1167,1932.153846
1168,4493.5
1169,1593.111111
1170,1498.0
1171,1594.0
1172,1773.823529
1173,2768.511628
1174,2967.0
1175,2129.0
1176,5733.0
1177,1574.428571
1178,1824.428571
1179,1735.580645
1180,3640.2
1181,2118.940476
1182,2457.555556
1183,2555.285714
1184,1962.058824
1185,3799.0
1186,4691.0
1187,1497.0
1188,3696.0
1189,2144.0
1190,1998.0
1191,4308.0
1192,4988.0
1193,1360.0
1194,1337.714286
1195,1289.0
1196,1497.169492
1197,1166.142857
1198,1537.406593
1199,1219.653846
1200,1998.5
1201,1995.777778
1202,1631.5
1203,1408.055556
1204,1279.695652
1205,1623.793103
1206,1196.0
1207,1480.575
1208,1397.8
1209,1743.44186
1210,1723.0
1211,1835.846154
1212,1596.92
1213,2283.112903
1214,1677.949153
1215,1498.0
1216,1424.666667
1217,1536.0
1218,1847.666667
1219,2083.523077
1220,1873.261538
1221,1698.64
1222,1292.352941
1223,2979.0
1224,2425.428571
1225,1366.294118
1226,1650.205128
1227,1920.026316
1228,1364.0
1229,2598.818182
1230,1367.272727
1231,1472.826087
1232,1205.192982
1233,1963.666667
1234,1699.119048
1235,2043.820513
1236,2261.193548
1237,2151.647059
1238,1136.692308
1239,1796.6
1240,1933.021739
1241,1855.0
1242,1998.0
1243,2521.092437
1244,1718.571429
1245,1994.0
1246,2790.454545
1247,1470.909091
1248,1462.3625
1249,1971.163636
1250,2095.185185
1251,1615.370787
1252,1928.714286
1253,1180.545455
1254,1310.0
1255,2011.555556
1256,998.0
1257,1905.631579
1258,998.0
1259,2106.5
1260,1475.0
1261,998.0
1262,1095.777778
1263,3041.0
1264,1424.857143
1265,1348.285714
1266,1028.923077
1267,1496.0
1268,1774.8125
1269,1820.65625
1270,1853.9
1271,2994.666667
1272,2178.192308
1273,1186.333333
1274,1528.807692
1275,1382.75
1276,1921.46789
1277,2934.631579
1278,1515.282051
1279,1452.0
1280,1482.5
1281,1374.046512
1282,1683.607843
1283,1805.924528
1284,2876.0
1285,998.0
1286,1757.6
1287,998.0
1288,2748.333333
1289,1891.588235
1290,1861.833333
1291,1479.0
1292,2031.469388
1293,1729.333333
1294,935.625
1295,2813.0
1296,996.0
1297,1854.2
1298,1837.363636
1299,2719.842105
1300,3005.4
1301,1798.0
1302,1969.0
1303,1969.0
1304,1090.4
1305,1108.0
1306,1797.4
1307,2106.5
1308,1460.795455
1309,1886.555556
1310,1518.0
1311,1372.666667
1312,1791.230769
1313,1634.2
1314,1298.666667
1315,3071.0
1316,850.2727273
1317,2242.636364
1318,2081.375
1319,2396.4
1320,1373.75
1321,1466.307692
1322,1794.0
1323,1387.621622
1324,592.5625
1325,2048.666667
1326,2778.0
1327,1448.6
1328,1802.774194
1329,1545.428571
1330,2222.710526
1331,1746.944444
1332,1197.0
1333,1773.7
1334,1997.0
1335,1052.272727
1336,1754.4
1337,1615.333333
1338,2239.666667
1339,1774.778947
1340,2998.0
1341,1391.023256
1342,1982.756098
1343,1986.766667
1344,1995.0
1345,1430.75
1346,1506.5
1347,1308.285714
1348,2238.631579
1349,2488.0
1350,1755.75
1351,2697.368421
1352,1703.153846
1353,2208.090909
1354,2294.764706
1355,2084.37931
1356,2234.4
1357,1599.0
1358,2093.021739
1359,3999.0
1360,1981.818182
1361,1587.222222
1362,1950.90625
1363,1406.0
1364,1709.538462
1365,868.3333333
1366,1596.92
1367,335.0
1368,1534.392857
1369,2548.833333
1370,1622.681818
1371,2323.9375
1372,2967.0
1373,2316.0
1374,6208.0
1375,1523.741935
1376,1817.315789
1377,1663.928571
1378,1624.769231
1379,1384.0
1380,1753.0
1381,1336.666667
1382,1183.25
1383,1586.0
1384,1353.363636
1385,1597.0
1386,1773.0
1387,1498.0
1388,1740.0
1389,1495.0
1390,1914.714286
1391,1242.0
1392,1750.615385
1393,958.6
1394,2976.333333
1395,2304.97561
1396,1592.0
1397,2284.133333
1398,1612.928571
1399,679.0
1400,1324.357143
1401,2972.307692
1402,1523.333333
1403,2174.037037
1404,1152.888889
1405,2979.0
1406,3295.0
1407,2526.5
1408,2313.666667
1409,2247.333333
1410,2362.0
1411,2085.055556
1412,2981.0
1413,2027.833333
1414,2053.0
1415,1272.4375
1416,5000.0
1417,2117.6
1418,1428.4
1419,1938.0
1420,160.0
1421,899.0
1422,1995.0
1423,1836.5
1424,1832.888889
1425,996.0
1426,1405.0
1427,2588.6
1428,5577.8
1429,1836.875
1430,1997.0
1431,1741.0
1432,2336.52
1433,1330.4
1434,4123.5
1435,2019.75
1436,1407.333333
1437,1984.0
1438,1998.0
1439,3498.0
1440,2048.538462
1441,1730.0
1442,2050.333333
1443,1817.315789
1444,1144.8
1445,1695.0
1446,1775.777778
1447,2127.333333
1448,1972.8125
1449,1363.5
1450,1997.142857
1451,1911.75
1452,3071.0
1453,1742.6
1454,1908.166667
1455,5000.0
1456,2276.0
1457,1655.741935
1458,698.0
1459,1863.133333
1460,1594.0
1461,1352.576923
1462,2315.0
1463,3764.333333
1464,2460.75
1465,2331.333333
1466,1827.8
1467,2696.5
1468,2116.0
1469,2344.0
1470,2126.8
1471,2245.6
1472,285.0
1473,1410.357143
1474,2458.909091
1475,999.0
1476,5341.0
1477,2309.0
1478,3100.333333
1479,1833.0
1480,1339.0
1481,3199.0
1482,5935.0
1483,1452.3
1484,1344.823529
1485,2326.358974
1486,2734.5
1487,2378.0
1488,0.0
1489,2634.222222
1490,1721.5
1491,4395.0
1492,2953.588235
1493,1864.8
1494,1998.0
1495,1781.0
1496,1645.133333
1497,1047.75
1498,1926.0
1499,3344.75
1500,2998.0
1501,3740.0
1502,2254.0
1503,1324.0
1504,2521.092437
1505,1998.0
1506,1586.0
1507,1642.875
1508,1431.333333
1509,2309.340426
1510,2244.0
1511,2309.340426
1512,998.0
1513,1329.0
1514,1541.5
1515,3377.444444
1516,3498.0
1517,1968.0
1518,1891.7
1519,2679.285714
1520,1509.75
1521,2393.0
1522,1980.634146
1523,3228.0
1524,1707.125
1525,2614.0
1526,2349.08
1527,1498.0
1528,3106.666667
1529,1343.0
1530,2167.5
1531,1936.6
1532,1298.0
1533,3358.666667
1534,2308.285714
1535,1932.153846
1536,2417.875
1537,1593.111111
1538,1594.0
1539,1824.428571
1540,1039.5
1541,1304.0
1542,2981.0
1543,3196.555556
1544,2287.6
1545,1294.142857
1546,1549.8
1547,2555.285714
1548,2184.0
1549,1337.714286
1550,4857.0
1551,1289.0
1552,2457.555556
1553,3456.0
1554,2768.511628
1555,1809.714286
1556,1642.333333
1557,1706.333333
1558,4089.923077
1559,4493.5
1560,1696.428571
1561,2129.0
1562,1497.0
1563,5733.0
1564,1998.0
1565,2328.333333
1566,1574.428571
1567,1360.0
1568,3640.2
1569,1962.058824
1570,1696.428571
1571,3799.0
1572,4988.0
1573,4308.0
1574,1773.823529
1575,2211.071429
1576,1998.0
1577,989.0
1578,1497.0
1579,1925.25
1580,4957.0
1581,2755.571429
1582,2118.940476
1583,1166.142857
1584,1497.169492
1585,1537.406593
1586,1219.653846
1587,1998.5
1588,1995.777778
1589,1631.5
1590,1408.055556
1591,1279.695652
1592,1623.793103
1593,1196.0
1594,1480.575
1595,1397.8
1596,1743.44186
1597,1723.0
1598,1596.92
1599,1835.846154
1600,2283.112903
1601,1677.949153
1602,1650.205128
1603,1698.64
1604,1711.571429
1605,1847.666667
1606,1366.294118
1607,1498.0
1608,1873.261538
1609,2083.523077
1610,1920.026316
1611,1424.666667
1612,2979.0
1613,2425.428571
1614,1367.272727
1615,1292.352941
1616,2043.820513
1617,1536.0
1618,2598.818182
1619,1994.0
1620,1364.0
1621,2151.647059
1622,1472.826087
1623,1933.021739
1624,1699.119048
1625,2261.193548
1626,1963.666667
1627,1205.192982
1628,1136.692308
1629,1855.0
1630,1796.6
1631,1998.0
1632,1718.571429
1633,2521.092437
1634,1928.714286
1635,2790.454545
1636,1498.25
1637,1971.163636
1638,1470.909091
1639,1310.0
1640,1615.370787
1641,2095.185185
1642,1180.545455
1643,2106.5
1644,1462.3625
1645,2011.555556
1646,1475.0
1647,3041.0
1648,1424.857143
1649,1905.631579
1650,1853.9
1651,998.0
1652,998.0
1653,1683.607843
1654,1921.46789
1655,1095.777778
1656,1774.8125
1657,998.0
1658,2934.631579
1659,1382.75
1660,1479.0
1661,2994.666667
1662,2178.192308
1663,1805.924528
1664,1757.6
1665,1861.833333
1666,1452.0
1667,1528.807692
1668,1891.588235
1669,2876.0
1670,1374.046512
1671,935.625
1672,1729.333333
1673,1028.923077
1674,2031.469388
1675,2748.333333
1676,1496.0
1677,2813.0
1678,1348.285714
1679,1515.282051
1680,998.0
1681,1837.363636
1682,1854.2
1683,1791.230769
1684,1820.65625
1685,1798.0
1686,1518.0
1687,2719.842105
1688,996.0
1689,1108.0
1690,1186.333333
1691,1969.0
1692,1090.4
1693,3005.4
1694,2081.375
1695,1482.5
1696,1615.333333
1697,1982.756098
1698,998.0
1699,1372.666667
1700,1794.0
1701,1430.75
1702,1466.307692
1703,3071.0
1704,1703.153846
1705,1773.7
1706,1969.0
1707,1373.75
1708,1506.5
1709,2106.5
1710,1802.774194
1711,1298.666667
1712,2396.4
1713,1634.2
1714,2222.710526
1715,2242.636364
1716,2239.666667
1717,1797.4
1718,850.2727273
1719,1746.944444
1720,1197.0
1721,1754.4
1722,2208.090909
1723,5000.0
1724,2294.764706
1725,2778.0
1726,2048.666667
1727,1308.285714
1728,2998.0
1729,1886.555556
1730,1950.90625
1731,1986.766667
1732,2697.368421
1733,1773.0
1734,2238.631579
1735,1995.0
1736,1391.023256
1737,2316.0
1738,868.3333333
1739,2084.37931
1740,1774.778947
1741,2234.4
1742,592.5625
1743,1545.428571
1744,1755.75
1745,1460.795455
1746,3999.0
1747,1242.0
1748,335.0
1749,1599.0
1750,1406.0
1751,2548.833333
1752,6208.0
1753,1709.538462
1754,1817.315789
1755,1387.621622
1756,2323.9375
1757,1534.392857
1758,1384.0
1759,1596.92
1760,1753.0
1761,1587.222222
1762,2284.133333
1763,1448.6
1764,1183.25
1765,2967.0
1766,1597.0
1767,1523.741935
1768,1624.769231
1769,1498.0
1770,1353.363636
1771,1622.681818
1772,1495.0
1773,2247.333333
1774,2093.021739
1775,2972.307692
1776,1997.0
1777,1052.272727
1778,1324.357143
